Date,HMD_pct
6/25/2008,0.67
6/26/2008,0.673
6/27/2008,0.735
6/28/2008,0.786
6/29/2008,0.722
6/30/2008,0.694
7/1/2008,0.74
7/2/2008,0.88
7/3/2008,0.74
7/4/2008,0.734
7/5/2008,0.783
7/6/2008,0.834
7/7/2008,0.782
7/8/2008,0.755
7/9/2008,0.765
7/10/2008,0.853
7/11/2008,0.788
7/12/2008,0.721
7/13/2008,0.738
7/14/2008,0.808
7/15/2008,0.865
7/16/2008,0.771
7/17/2008,0.747
7/18/2008,0.7
7/19/2008,0.669
7/20/2008,0.781
7/21/2008,0.759
7/22/2008,0.71
7/23/2008,0.652
7/24/2008,0.679
7/25/2008,0.685
7/26/2008,0.662
7/27/2008,0.651
7/28/2008,0.633
7/29/2008,0.647
7/30/2008,0.724
7/31/2008,0.677
8/1/2008,0.695
8/2/2008,0.75
8/3/2008,0.791
8/4/2008,0.765
8/5/2008,0.78
8/6/2008,0.753
8/7/2008,0.757
8/8/2008,0.748
8/9/2008,0.88
8/10/2008,0.69
8/11/2008,0.663
8/12/2008,0.745
8/13/2008,0.725
8/14/2008,0.788
8/15/2008,0.788
8/16/2008,0.775
8/17/2008,0.704
8/18/2008,0.734
8/19/2008,0.809
8/20/2008,0.744
8/21/2008,0.681
8/22/2008,0.694
8/23/2008,0.721
8/24/2008,0.743
8/25/2008,0.751
8/26/2008,0.736
8/27/2008,0.737
8/28/2008,0.705
8/29/2008,0.694
8/30/2008,0.728
8/31/2008,0.766
9/1/2008,0.767
9/2/2008,0.825
9/3/2008,0.812
9/4/2008,0.76
9/5/2008,0.748
9/6/2008,0.73
9/7/2008,0.751
9/8/2008,0.753
9/9/2008,0.766
9/10/2008,0.745
9/11/2008,0.744
9/12/2008,0.751
9/13/2008,0.76
9/14/2008,0.728
9/15/2008,0.73
9/16/2008,0.774
9/17/2008,0.801
9/18/2008,0.774
9/19/2008,0.739
9/20/2008,0.741
9/21/2008,0.765
9/22/2008,0.765
9/23/2008,0.715
9/24/2008,0.783
9/25/2008,0.806
9/26/2008,0.778
9/27/2008,0.765
9/28/2008,0.822
9/29/2008,0.814
9/30/2008,0.827
10/1/2008,0.788
10/2/2008,0.783
10/3/2008,0.788
10/4/2008,0.796
10/5/2008,0.817
10/6/2008,0.789
10/7/2008,0.75
10/8/2008,0.743
10/9/2008,0.76
10/10/2008,0.753
10/11/2008,0.801
10/12/2008,0.768
10/13/2008,0.745
10/14/2008,0.74
10/15/2008,0.793
10/16/2008,0.754
10/17/2008,0.741
10/18/2008,0.723
10/19/2008,0.73
10/20/2008,0.77
10/21/2008,0.797
10/22/2008,0.747
10/23/2008,0.737
10/24/2008,0.796
10/25/2008,0.779
10/26/2008,0.76
10/27/2008,0.719
10/28/2008,0.721
10/29/2008,0.743
10/30/2008,0.72
10/31/2008,0.91
11/1/2008,0.758
11/2/2008,0.758
11/3/2008,0.734
11/4/2008,0.766
11/5/2008,0.734
11/6/2008,0.758
11/7/2008,0.777
11/8/2008,0.858
11/9/2008,0.785
11/10/2008,0.753
11/11/2008,0.773
11/12/2008,0.818
11/13/2008,0.791
11/14/2008,0.765
11/15/2008,0.785
11/16/2008,0.807
11/17/2008,0.765
11/18/2008,0.74
11/19/2008,0.743
11/20/2008,0.813
11/21/2008,0.832
11/22/2008,0.792
11/23/2008,0.765
11/24/2008,0.82
11/25/2008,0.805
11/26/2008,0.77
11/27/2008,0.808
11/28/2008,0.772
11/29/2008,0.804
11/30/2008,0.785
12/1/2008,0.758
12/2/2008,0.737
12/3/2008,0.744
12/4/2008,0.783
12/5/2008,0.764
12/6/2008,0.857
12/7/2008,0.841
12/8/2008,0.902
12/9/2008,0.786
12/10/2008,0.734
12/11/2008,0.742
12/12/2008,0.824
12/13/2008,0.847
12/14/2008,0.74
12/15/2008,0.708
12/16/2008,0.713
12/17/2008,0.722
12/18/2008,0.754
12/19/2008,0.703
12/20/2008,0.707
12/21/2008,0.716
12/22/2008,0.734
12/23/2008,0.81
12/24/2008,0.76
12/25/2008,0.84
12/26/2008,0.77
12/27/2008,0.74
12/28/2008,0.81
12/29/2008,0.77
12/30/2008,0.77
12/31/2008,0.85
1/1/2009,0.77
1/2/2009,0.78
1/3/2009,0.86
1/4/2009,0.79
1/5/2009,0.76
1/6/2009,0.85
1/7/2009,0.85
1/8/2009,0.85
1/9/2009,0.77
1/10/2009,0.76
1/11/2009,0.71
1/12/2009,0.75
1/13/2009,0.83
1/14/2009,0.745
1/15/2009,0.755
1/16/2009,0.734
1/17/2009,0.817
1/18/2009,0.861
1/19/2009,0.844
1/20/2009,0.778
1/21/2009,0.779
1/22/2009,0.809
1/23/2009,0.798
1/24/2009,0.864
1/25/2009,0.826
1/26/2009,0.843
1/27/2009,0.811
1/28/2009,0.774
1/29/2009,0.838
1/30/2009,0.832
1/31/2009,0.813
2/1/2009,0.839
2/2/2009,0.798
2/3/2009,0.805
2/4/2009,0.795
2/5/2009,0.76
2/6/2009,0.757
2/7/2009,0.775
2/8/2009,0.827
2/9/2009,0.906
2/10/2009,0.857
2/11/2009,0.774
2/12/2009,0.792
2/13/2009,0.797
2/14/2009,0.794
2/15/2009,0.763
2/16/2009,0.765
2/17/2009,0.738
2/18/2009,0.786
2/19/2009,0.768
2/20/2009,0.795
2/21/2009,0.796
2/22/2009,0.758
2/23/2009,0.746
2/24/2009,0.773
2/25/2009,0.79
2/26/2009,0.78
2/27/2009,0.76
2/28/2009,0.777
3/1/2009,0.778
3/2/2009,0.769
3/3/2009,0.77
3/4/2009,0.8
3/5/2009,0.767
3/6/2009,0.749
3/7/2009,0.766
3/8/2009,0.779
3/9/2009,0.776
3/10/2009,0.78
3/11/2009,0.82
3/12/2009,0.88
3/13/2009,0.96
3/14/2009,0.81
3/15/2009,0.728
3/16/2009,0.679
3/17/2009,0.742
3/18/2009,0.716
3/19/2009,0.718
3/20/2009,0.774
3/21/2009,0.78
3/22/2009,0.821
3/23/2009,0.82
3/24/2009,0.769
3/25/2009,0.795
3/26/2009,0.757
3/27/2009,0.745
3/28/2009,0.749
3/29/2009,0.796
3/30/2009,0.836
3/31/2009,0.864
4/1/2009,0.904
4/2/2009,0.858
4/3/2009,0.913
4/4/2009,0.863
4/5/2009,0.859
4/6/2009,0.84
4/7/2009,0.829
4/8/2009,0.866
4/9/2009,0.881
4/10/2009,0.833
4/11/2009,0.799
4/12/2009,0.777
4/13/2009,0.79
4/14/2009,0.807
4/15/2009,0.806
4/16/2009,0.831
4/17/2009,0.815
4/18/2009,0.81
4/19/2009,0.831
4/20/2009,0.828
4/21/2009,0.8
4/22/2009,0.796
4/23/2009,0.824
4/24/2009,0.929
4/25/2009,0.845
4/26/2009,0.85
4/27/2009,0.77
4/28/2009,0.835
4/29/2009,0.808
4/30/2009,0.734
5/1/2009,0.715
5/2/2009,0.71
5/3/2009,0.75
5/4/2009,0.764
5/5/2009,0.828
5/6/2009,0.788
5/7/2009,0.851
5/8/2009,0.886
5/9/2009,0.883
5/10/2009,0.905
5/11/2009,0.874
5/12/2009,0.821
5/13/2009,0.84
5/14/2009,0.901
5/15/2009,0.942
5/16/2009,0.9
5/17/2009,0.918
5/18/2009,0.87
5/19/2009,0.833
5/20/2009,0.825
5/21/2009,0.89
5/22/2009,0.918
5/23/2009,0.868
5/24/2009,0.881
5/25/2009,0.828
5/26/2009,0.844
5/27/2009,0.823
5/28/2009,0.817
5/29/2009,0.779
5/30/2009,0.828
5/31/2009,0.848
6/1/2009,0.839
6/2/2009,0.841
6/3/2009,0.847
6/4/2009,0.906
6/5/2009,0.867
6/6/2009,0.783
6/7/2009,0.808
6/8/2009,0.697
6/9/2009,0.685
6/10/2009,0.728
6/11/2009,0.688
6/12/2009,0.708
6/13/2009,0.692
6/14/2009,0.7
6/15/2009,0.73
6/16/2009,0.737
6/17/2009,0.809
6/18/2009,0.811
6/19/2009,0.835
6/20/2009,0.86
6/21/2009,0.862
6/22/2009,0.82
6/23/2009,0.856
6/24/2009,0.894
6/25/2009,0.845
6/26/2009,0.854
6/27/2009,0.826
6/28/2009,0.793
6/29/2009,0.746
6/30/2009,0.748
7/1/2009,0.805
7/2/2009,0.837
7/3/2009,0.854
7/4/2009,0.824
7/5/2009,0.798
7/6/2009,0.789
7/7/2009,0.756
7/8/2009,0.773
7/9/2009,0.791
7/10/2009,0.823
7/11/2009,0.775
7/12/2009,0.792
7/13/2009,0.764
7/14/2009,0.777
7/15/2009,0.758
7/16/2009,0.89
7/17/2009,0.9
7/18/2009,0.757
7/19/2009,0.695
7/20/2009,0.76
7/21/2009,0.824
7/22/2009,0.853
7/23/2009,0.72
7/24/2009,0.778
7/25/2009,0.863
7/26/2009,0.83
7/27/2009,0.856
7/28/2009,0.848
7/29/2009,0.835
7/30/2009,0.821
7/31/2009,0.861
8/1/2009,0.828
8/2/2009,0.82
8/3/2009,0.789
8/4/2009,0.799
8/5/2009,0.828
8/6/2009,0.89
8/7/2009,0.904
8/8/2009,0.843
8/9/2009,0.816
8/10/2009,0.797
8/11/2009,0.855
8/12/2009,0.815
8/13/2009,0.74
8/14/2009,0.749
8/15/2009,0.811
8/16/2009,0.913
8/17/2009,0.822
8/18/2009,0.83
8/19/2009,0.852
8/20/2009,0.848
8/21/2009,0.786
8/22/2009,0.778
8/23/2009,0.774
8/24/2009,0.864
8/25/2009,0.865
8/26/2009,0.728
8/27/2009,0.602
8/28/2009,0.623
8/29/2009,0.632
8/30/2009,0.74
8/31/2009,0.723
9/1/2009,0.814
9/2/2009,0.746
9/3/2009,0.844
9/4/2009,0.871
9/5/2009,0.833
9/6/2009,0.888
9/7/2009,0.863
9/8/2009,0.842
9/9/2009,0.803
9/10/2009,0.795
9/11/2009,0.737
9/12/2009,0.777
9/13/2009,0.825
9/14/2009,0.876
9/15/2009,0.847
9/16/2009,0.822
9/17/2009,0.808
9/18/2009,0.843
9/19/2009,0.814
9/20/2009,0.796
9/21/2009,0.81
9/22/2009,0.784
9/23/2009,0.785
9/24/2009,0.76
9/25/2009,0.726
9/26/2009,0.677
9/27/2009,0.658
9/28/2009,0.703
9/29/2009,0.66
9/30/2009,0.635
10/1/2009,0.67
10/2/2009,0.705
10/3/2009,0.773
10/4/2009,0.844
10/5/2009,0.776
10/6/2009,0.803
10/7/2009,0.828
10/8/2009,0.834
10/9/2009,0.792
10/10/2009,0.802
10/11/2009,0.779
10/12/2009,0.762
10/13/2009,0.82
10/14/2009,0.89
10/15/2009,0.917
10/16/2009,0.871
10/17/2009,0.781
10/18/2009,0.816
10/19/2009,0.759
10/20/2009,0.748
10/21/2009,0.778
10/22/2009,0.868
10/23/2009,0.871
10/24/2009,0.88
10/25/2009,0.838
10/26/2009,0.791
10/27/2009,0.801
10/28/2009,0.74
10/29/2009,0.71
10/30/2009,0.755
10/31/2009,0.858
11/1/2009,0.789
11/2/2009,0.759
11/3/2009,0.78
11/4/2009,0.807
11/5/2009,0.823
11/6/2009,0.821
11/7/2009,0.868
11/8/2009,0.879
11/9/2009,0.853
11/10/2009,0.872
11/11/2009,0.911
11/12/2009,0.844
11/13/2009,0.81
11/14/2009,0.817
11/15/2009,0.843
11/16/2009,0.729
11/17/2009,0.719
11/18/2009,0.714
11/19/2009,0.718
11/20/2009,0.789
11/21/2009,0.803
11/22/2009,0.8
11/23/2009,0.73
11/24/2009,0.643
11/25/2009,0.691
11/26/2009,0.887
11/27/2009,0.894
11/28/2009,0.836
11/29/2009,0.818
11/30/2009,0.811
12/1/2009,0.869
12/2/2009,0.872
12/3/2009,0.825
12/4/2009,0.843
12/5/2009,0.826
12/6/2009,0.837
12/7/2009,0.827
12/8/2009,0.841
12/9/2009,0.855
12/10/2009,0.853
12/11/2009,0.866
12/12/2009,0.829
12/13/2009,0.825
12/14/2009,0.792
12/15/2009,0.765
12/16/2009,0.789
12/17/2009,0.764
12/18/2009,0.795
12/19/2009,0.659
12/20/2009,0.629
12/21/2009,0.631
12/22/2009,0.648
12/23/2009,0.713
12/24/2009,0.769
12/25/2009,0.75
12/26/2009,0.749
12/27/2009,0.888
12/28/2009,0.86
12/29/2009,0.915
12/30/2009,0.882
12/31/2009,0.875
1/1/2010,0.886
1/2/2010,0.878
1/3/2010,0.869
1/4/2010,0.91
1/5/2010,0.838
1/6/2010,0.885
1/7/2010,0.861
1/8/2010,0.837
1/9/2010,0.8
1/10/2010,0.839
1/11/2010,0.874
1/12/2010,0.85
1/13/2010,0.82
1/14/2010,0.878
1/15/2010,0.861
1/16/2010,0.845
1/17/2010,0.834
1/18/2010,0.821
1/19/2010,0.814
1/20/2010,0.834
1/21/2010,0.833
1/22/2010,0.81
1/23/2010,0.802
1/24/2010,0.864
1/25/2010,0.925
1/26/2010,0.897
1/27/2010,0.916
1/28/2010,0.853
1/29/2010,0.823
1/30/2010,0.846
1/31/2010,0.865
2/1/2010,0.903
2/2/2010,0.834
2/3/2010,0.886
2/4/2010,0.746
2/5/2010,0.802
2/6/2010,0.786
2/7/2010,0.731
2/8/2010,0.754
2/9/2010,0.819
2/10/2010,0.905
2/11/2010,0.807
2/12/2010,0.891
2/13/2010,0.917
2/14/2010,0.869
2/15/2010,0.878
2/16/2010,0.887
2/17/2010,0.837
2/18/2010,0.837
2/19/2010,0.806
2/20/2010,0.797
2/21/2010,0.792
2/22/2010,0.865
2/23/2010,0.85
2/24/2010,0.838
2/25/2010,0.862
2/26/2010,0.827
2/27/2010,0.795
2/28/2010,0.798
3/1/2010,0.826
3/2/2010,0.791
3/3/2010,0.829
3/4/2010,0.847
3/5/2010,0.784
3/6/2010,0.784
3/7/2010,0.823
3/8/2010,0.844
3/9/2010,0.837
3/10/2010,0.832
3/11/2010,0.832
3/12/2010,0.798
3/13/2010,0.78
3/14/2010,0.775
3/15/2010,0.757
3/16/2010,0.768
3/17/2010,0.794
3/18/2010,0.778
3/19/2010,0.775
3/20/2010,0.745
3/21/2010,0.796
3/22/2010,0.779
3/23/2010,0.808
3/24/2010,0.792
3/25/2010,0.785
3/26/2010,0.772
3/27/2010,0.793
3/28/2010,0.852
3/29/2010,0.803
3/30/2010,0.804
3/31/2010,0.764
4/1/2010,0.728
4/2/2010,0.758
4/3/2010,0.795
4/4/2010,0.793
4/5/2010,0.783
4/6/2010,0.773
4/7/2010,0.773
4/8/2010,0.817
4/9/2010,0.798
4/10/2010,0.806
4/11/2010,0.796
4/12/2010,0.79
4/13/2010,0.828
4/14/2010,0.87
4/15/2010,0.823
4/16/2010,0.811
4/17/2010,0.833
4/18/2010,0.873
4/19/2010,0.803
4/20/2010,0.811
4/21/2010,0.832
4/22/2010,0.856
4/23/2010,0.856
4/24/2010,0.813
4/25/2010,0.81
4/26/2010,0.835
4/27/2010,0.789
4/28/2010,0.761
4/29/2010,0.843
4/30/2010,0.805
5/1/2010,0.775
5/2/2010,0.797
5/3/2010,0.811
5/4/2010,0.837
5/5/2010,0.801
5/6/2010,0.81
5/7/2010,0.928
5/8/2010,0.903
5/9/2010,0.92
5/10/2010,0.933
5/11/2010,0.944
5/12/2010,0.945
5/13/2010,0.913
5/14/2010,0.918
5/15/2010,0.908
5/16/2010,0.901
5/17/2010,0.929
5/18/2010,0.946
5/19/2010,0.916
5/20/2010,0.812
5/21/2010,0.887
5/22/2010,0.97
5/23/2010,0.88
5/24/2010,0.949
5/25/2010,0.938
5/26/2010,0.849
5/27/2010,0.845
5/28/2010,0.837
5/29/2010,0.92
5/30/2010,0.86
5/31/2010,0.79
6/1/2010,0.92
6/2/2010,0.84
6/3/2010,0.93
6/4/2010,0.86
6/5/2010,0.93
6/6/2010,0.89
6/7/2010,0.97
6/8/2010,0.97
6/9/2010,0.92
6/10/2010,0.95
6/11/2010,0.83
6/12/2010,0.77
6/13/2010,0.97
6/14/2010,0.92
6/15/2010,0.95
6/16/2010,0.91
6/17/2010,0.9
6/18/2010,0.93
6/19/2010,0.86
6/20/2010,0.94
6/21/2010,0.84
6/22/2010,0.85
6/23/2010,0.85
6/24/2010,0.96
6/25/2010,0.92
6/26/2010,0.84
6/27/2010,0.79
6/28/2010,0.81
6/29/2010,0.88
6/30/2010,0.76
7/1/2010,0.87
7/2/2010,0.86
7/3/2010,0.69
7/4/2010,0.73
7/5/2010,0.89
7/6/2010,0.93
7/7/2010,0.89
7/8/2010,0.89
7/9/2010,0.83
7/10/2010,0.82
7/11/2010,0.92
7/12/2010,0.88
7/13/2010,0.95
7/14/2010,0.92
7/15/2010,0.98
7/16/2010,0.87
7/17/2010,0.76
7/18/2010,0.88
7/19/2010,0.9
7/20/2010,0.94
7/21/2010,0.85
7/22/2010,0.89
7/23/2010,0.89
7/24/2010,0.87
7/25/2010,0.9
7/26/2010,0.88
7/27/2010,0.89
7/28/2010,0.82
7/29/2010,0.86
7/30/2010,0.83
7/31/2010,0.92
8/1/2010,0.91
8/2/2010,0.87
8/3/2010,0.94
8/4/2010,0.85
8/5/2010,0.87
8/6/2010,0.84
8/7/2010,0.84
8/8/2010,0.89
8/9/2010,0.86
8/10/2010,0.89
8/11/2010,0.88
8/12/2010,0.87
8/13/2010,0.81
8/14/2010,0.75
8/15/2010,0.94
8/16/2010,0.9
8/17/2010,0.92
8/18/2010,0.86
8/19/2010,0.84
8/20/2010,0.87
8/21/2010,0.82
8/22/2010,0.84
8/23/2010,0.83
8/24/2010,0.82
8/25/2010,0.84
8/26/2010,0.86
8/27/2010,0.81
8/28/2010,0.86
8/29/2010,0.84
8/30/2010,0.91
8/31/2010,0.93
9/1/2010,0.84
9/2/2010,0.81
9/3/2010,0.8
9/4/2010,0.86
9/5/2010,0.81
9/6/2010,0.8
9/7/2010,0.82
9/8/2010,0.91
9/9/2010,0.84
9/10/2010,0.87
9/11/2010,0.85
9/12/2010,0.79
9/13/2010,0.86
9/14/2010,0.89
9/15/2010,0.94
9/16/2010,0.89
9/17/2010,0.79
9/18/2010,0.94
9/19/2010,0.98
9/20/2010,0.85
9/21/2010,0.86
9/22/2010,0.9
9/23/2010,0.87
9/24/2010,0.84
9/25/2010,0.9
9/26/2010,0.83
9/27/2010,0.82
9/28/2010,0.84
9/29/2010,0.9
9/30/2010,0.94
10/1/2010,0.83
10/2/2010,0.89
10/3/2010,0.93
10/4/2010,0.88
10/5/2010,0.86
10/6/2010,0.94
10/7/2010,0.94
10/8/2010,0.9
10/9/2010,0.89
10/10/2010,0.79
10/11/2010,0.9
10/12/2010,0.87
10/13/2010,0.85
10/14/2010,0.91
10/15/2010,0.98
10/16/2010,0.91
10/17/2010,0.99
10/18/2010,0.98
10/19/2010,0.93
10/20/2010,0.96
10/21/2010,0.99
10/22/2010,0.94
10/23/2010,0.93
10/24/2010,0.98
10/25/2010,0.9
10/26/2010,0.94
10/27/2010,0.94
10/28/2010,0.96
10/29/2010,0.88
10/30/2010,0.81
10/31/2010,0.88
11/1/2010,0.9
11/2/2010,0.91
11/3/2010,0.78
11/4/2010,0.87
11/5/2010,0.95
11/6/2010,0.86
11/7/2010,0.87
11/8/2010,0.86
11/9/2010,0.96
11/10/2010,0.99
11/11/2010,0.89
11/12/2010,0.96
11/13/2010,0.99
11/14/2010,0.99
11/15/2010,0.99
11/16/2010,0.97
11/17/2010,0.88
11/18/2010,0.99
11/19/2010,1
11/20/2010,0.89
11/21/2010,0.9
11/22/2010,0.99
11/23/2010,0.95
11/24/2010,0.97
11/25/2010,1
11/26/2010,1
11/27/2010,0.86
11/28/2010,0.91
11/29/2010,0.93
11/30/2010,0.95
12/1/2010,0.89
12/2/2010,0.99
12/3/2010,0.87
12/4/2010,0.98
12/5/2010,0.83
12/6/2010,0.85
12/7/2010,0.92
12/8/2010,0.95
12/9/2010,0.99
12/10/2010,0.97
12/11/2010,0.91
12/12/2010,0.85
12/13/2010,0.99
12/14/2010,0.94
12/15/2010,0.87
12/16/2010,0.97
12/17/2010,0.94
12/18/2010,0.99
12/19/2010,0.88
12/20/2010,0.99
12/21/2010,0.99
12/22/2010,0.89
12/23/2010,1
12/24/2010,0.92
12/25/2010,0.88
12/26/2010,0.93
12/27/2010,0.97
12/28/2010,0.99
12/29/2010,0.93
12/30/2010,0.92
12/31/2010,0.76
1/1/2011,0.741
1/2/2011,0.807
1/3/2011,0.99
1/4/2011,0.913
1/5/2011,0.912
1/6/2011,0.958
1/7/2011,0.857
1/8/2011,0.805
1/9/2011,0.845
1/10/2011,0.922
1/11/2011,0.919
1/12/2011,0.745
1/13/2011,0.799
1/14/2011,0.821
1/15/2011,0.78
1/16/2011,0.76
1/17/2011,0.778
1/18/2011,0.843
1/19/2011,0.873
1/20/2011,0.883
1/21/2011,0.831
1/22/2011,0.92
1/23/2011,0.879
1/24/2011,0.953
1/25/2011,0.883
1/26/2011,0.81
1/27/2011,0.8
1/28/2011,0.744
1/29/2011,0.72
1/30/2011,0.757
1/31/2011,0.768
2/1/2011,0.757
2/2/2011,0.731
2/3/2011,0.71
2/4/2011,0.725
2/5/2011,0.778
2/6/2011,0.723
2/7/2011,0.795
2/8/2011,0.753
2/9/2011,0.775
2/10/2011,0.816
2/11/2011,0.731
2/12/2011,0.889
2/13/2011,0.904
2/14/2011,0.836
2/15/2011,0.779
2/16/2011,0.834
2/17/2011,0.817
2/18/2011,0.766
2/19/2011,0.835
2/20/2011,0.795
2/21/2011,0.776
2/22/2011,0.739
2/23/2011,0.727
2/24/2011,0.656
2/25/2011,0.711
2/26/2011,0.741
2/27/2011,0.703
2/28/2011,0.718
3/1/2011,0.751
3/2/2011,0.794
3/3/2011,0.851
3/4/2011,0.818
3/5/2011,0.715
3/6/2011,0.669
3/7/2011,0.664
3/8/2011,0.686
3/9/2011,0.777
3/10/2011,0.764
3/11/2011,0.715
3/12/2011,0.704
3/13/2011,0.679
3/14/2011,0.666
3/15/2011,0.647
3/16/2011,0.665
3/17/2011,0.69
3/18/2011,0.705
3/19/2011,0.671
3/20/2011,0.735
3/21/2011,0.74
3/22/2011,0.885
3/23/2011,0.727
3/24/2011,0.691
3/25/2011,0.672
3/26/2011,0.723
3/27/2011,0.723
3/28/2011,0.767
3/29/2011,0.74
3/30/2011,0.83
3/31/2011,0.88
4/1/2011,0.84
4/2/2011,0.84
4/3/2011,0.8
4/4/2011,0.78
4/5/2011,0.78
4/6/2011,0.78
4/7/2011,0.86
4/8/2011,0.78
4/9/2011,0.79
4/10/2011,0.77
4/11/2011,0.77
4/12/2011,0.81
4/13/2011,0.9
4/14/2011,0.86
4/15/2011,0.82
4/16/2011,0.82
4/17/2011,0.85
4/18/2011,0.86
4/19/2011,0.89
4/20/2011,0.9
4/21/2011,0.93
4/22/2011,0.8
4/23/2011,0.8
4/24/2011,0.81
4/25/2011,0.8
4/26/2011,0.78
4/27/2011,0.81
4/28/2011,0.82
4/29/2011,0.92
4/30/2011,0.81
5/1/2011,0.78
5/2/2011,0.83
5/3/2011,0.89
5/4/2011,0.81
5/5/2011,0.87
5/6/2011,0.87
5/7/2011,0.9
5/8/2011,0.91
5/9/2011,0.92
5/10/2011,0.76
5/11/2011,0.76
5/12/2011,0.89
5/13/2011,0.84
5/14/2011,0.79
5/15/2011,0.79
5/16/2011,0.8
5/17/2011,0.78
5/18/2011,0.88
5/19/2011,0.9
5/20/2011,0.89
5/21/2011,0.88
5/22/2011,0.85
5/23/2011,0.9
5/24/2011,0.86
5/25/2011,0.8
5/26/2011,0.8
5/27/2011,0.81
5/28/2011,0.83
5/29/2011,0.82
5/30/2011,0.8
5/31/2011,0.81
6/1/2011,0.88
6/2/2011,0.89
6/3/2011,0.81
6/4/2011,0.78
6/5/2011,0.81
6/6/2011,0.87
6/7/2011,0.78
6/8/2011,0.76
6/9/2011,0.79
6/10/2011,0.91
6/11/2011,0.87
6/12/2011,0.88
6/13/2011,0.87
6/14/2011,0.77
6/15/2011,0.81
6/16/2011,0.82
6/17/2011,0.8
6/18/2011,0.78
6/19/2011,0.79
6/20/2011,0.78
6/21/2011,0.92
6/22/2011,0.82
6/23/2011,0.78
6/24/2011,0.79
6/25/2011,0.76
6/26/2011,0.82
6/27/2011,0.77
6/28/2011,0.84
6/29/2011,0.85
6/30/2011,0.81
7/1/2011,0.73
7/2/2011,0.76
7/3/2011,0.75
7/4/2011,0.75
7/5/2011,0.82
7/6/2011,0.86
7/7/2011,0.77
7/8/2011,0.82
7/9/2011,0.77
7/10/2011,0.81
7/11/2011,0.78
7/12/2011,0.87
7/13/2011,0.77
7/14/2011,0.78
7/15/2011,0.72
7/16/2011,0.68
7/17/2011,0.81
7/18/2011,0.79
7/19/2011,0.75
7/20/2011,0.88
7/21/2011,0.8
7/22/2011,0.74
7/23/2011,0.75
7/24/2011,0.84
7/25/2011,0.83
7/26/2011,0.78
7/27/2011,0.8
7/28/2011,0.81
7/29/2011,0.78
7/30/2011,0.79
7/31/2011,0.8
8/1/2011,0.76
8/2/2011,0.78
8/3/2011,0.88
8/4/2011,0.9
8/5/2011,0.77
8/6/2011,0.72
8/7/2011,0.83
8/8/2011,0.81
8/9/2011,0.8
8/10/2011,0.89
8/11/2011,0.84
8/12/2011,0.73
8/13/2011,0.78
8/14/2011,0.8
8/15/2011,0.76
8/16/2011,0.82
8/17/2011,0.85
8/18/2011,0.76
8/19/2011,0.84
8/20/2011,0.76
8/21/2011,0.76
8/22/2011,0.8
8/23/2011,0.71
8/24/2011,0.83
8/25/2011,0.84
8/26/2011,0.89
8/27/2011,0.86
8/28/2011,0.86
8/29/2011,0.79
8/30/2011,0.84
8/31/2011,0.91
9/1/2011,0.84
9/2/2011,0.77
9/3/2011,0.78
9/4/2011,0.89
9/5/2011,0.89
9/6/2011,0.8
9/7/2011,0.81
9/8/2011,0.85
9/9/2011,0.79
9/10/2011,0.86
9/11/2011,0.78
9/12/2011,0.75
9/13/2011,0.75
9/14/2011,0.77
9/15/2011,0.83
9/16/2011,0.75
9/17/2011,0.77
9/18/2011,0.72
9/19/2011,0.66
9/20/2011,0.82
9/21/2011,0.85
9/22/2011,0.81
9/23/2011,0.81
9/24/2011,0.88
9/25/2011,0.82
9/26/2011,0.74
9/27/2011,0.75
9/28/2011,0.74
9/29/2011,0.83
9/30/2011,0.75
10/1/2011,0.88
10/2/2011,0.73
10/3/2011,0.74
10/4/2011,0.84
10/5/2011,0.79
10/6/2011,0.83
10/7/2011,0.74
10/8/2011,0.84
10/9/2011,0.74
10/10/2011,0.74
10/11/2011,0.74
10/12/2011,0.74
10/13/2011,0.79
10/14/2011,0.79
10/15/2011,0.89
10/16/2011,0.79
10/17/2011,0.82
10/18/2011,0.86
10/19/2011,0.84
10/20/2011,0.92
10/21/2011,0.94
10/22/2011,0.82
10/23/2011,0.81
10/24/2011,0.94
10/25/2011,0.79
10/26/2011,0.89
10/27/2011,0.89
10/28/2011,0.79
10/29/2011,0.94
10/30/2011,0.94
10/31/2011,0.94
11/1/2011,0.94
11/2/2011,0.79
11/3/2011,0.79
11/4/2011,0.79
11/5/2011,0.74
11/6/2011,0.89
11/7/2011,0.79
11/8/2011,0.79
11/9/2011,0.87
11/10/2011,0.94
11/11/2011,0.79
11/12/2011,0.79
11/13/2011,0.79
11/14/2011,0.79
11/15/2011,0.79
11/16/2011,0.79
11/17/2011,0.79
11/18/2011,0.79
11/19/2011,0.79
11/20/2011,0.79
11/21/2011,0.89
11/22/2011,0.84
11/23/2011,0.79
11/24/2011,0.79
11/25/2011,0.84
11/26/2011,0.79
11/27/2011,0.94
11/28/2011,0.79
11/29/2011,0.82
11/30/2011,0.84
12/1/2011,0.79
12/2/2011,0.79
12/3/2011,0.79
12/4/2011,0.79
12/5/2011,0.79
12/6/2011,0.79
12/7/2011,0.83
12/8/2011,0.79
12/9/2011,0.74
12/10/2011,0.79
12/11/2011,0.79
12/12/2011,0.79
12/13/2011,0.79
12/14/2011,0.79
12/15/2011,0.84
12/16/2011,0.79
12/17/2011,0.79
12/18/2011,0.77
