Date,HMD_pct
10/5/2005,0.898
10/6/2005,0.891
10/7/2005,0.891
10/8/2005,0.89
10/9/2005,0.815
10/10/2005,0.822
10/11/2005,0.883
10/12/2005,0.953
10/13/2005,0.921
10/14/2005,0.905
10/15/2005,0.795
10/16/2005,0.809
10/17/2005,0.827
10/18/2005,0.854
10/19/2005,0.85
10/20/2005,0.808
10/21/2005,0.845
10/22/2005,0.817
10/23/2005,0.798
10/24/2005,0.808
10/25/2005,0.808
10/26/2005,0.835
10/27/2005,0.791
10/28/2005,0.821
10/29/2005,0.822
10/30/2005,0.823
10/31/2005,0.786
11/1/2005,0.796
11/2/2005,0.823
11/3/2005,0.885
11/4/2005,0.902
11/5/2005,0.86
11/6/2005,0.85
11/7/2005,0.839
11/8/2005,0.857
11/9/2005,0.874
11/10/2005,0.84
11/11/2005,0.781
11/12/2005,0.806
11/13/2005,0.811
11/14/2005,0.806
11/15/2005,0.819
11/16/2005,0.843
11/17/2005,0.814
11/18/2005,0.862
11/19/2005,0.848
11/20/2005,0.797
11/21/2005,0.809
11/22/2005,0.835
11/23/2005,0.802
11/24/2005,0.812
11/25/2005,0.782
11/26/2005,0.837
11/27/2005,0.848
11/28/2005,0.833
11/29/2005,0.89
11/30/2005,0.852
12/1/2005,0.812
12/2/2005,0.853
12/3/2005,0.873
12/4/2005,0.94
12/5/2005,0.88
12/6/2005,0.92
12/7/2005,0.91
12/8/2005,0.9
12/9/2005,0.87
12/10/2005,0.84
12/11/2005,0.94
12/12/2005,0.97
12/13/2005,0.769
12/14/2005,0.758
12/15/2005,0.98
12/16/2005,0.93
12/17/2005,0.93
12/18/2005,0.89
12/19/2005,0.92
12/20/2005,0.97
12/21/2005,0.97
12/22/2005,0.99
12/23/2005,0.783
12/24/2005,0.795
12/25/2005,0.821
12/26/2005,0.88
12/27/2005,0.86
12/28/2005,0.9
12/29/2005,0.95
12/30/2005,0.796
12/31/2005,0.745
1/1/2006,0.8
1/2/2006,0.81
1/3/2006,0.94
1/4/2006,0.83
1/5/2006,0.9
1/6/2006,0.93
1/7/2006,0.95
1/8/2006,0.92
1/9/2006,0.84
1/10/2006,0.825
1/11/2006,0.857
1/12/2006,0.778
1/13/2006,0.8
1/14/2006,0.77
1/15/2006,0.87
1/16/2006,0.92
1/17/2006,0.93
1/18/2006,0.89
1/19/2006,0.84
1/20/2006,0.84
1/21/2006,0.788
1/22/2006,0.85
1/23/2006,0.89
1/24/2006,0.94
1/25/2006,0.96
1/26/2006,0.83
1/27/2006,0.92
1/28/2006,0.84
1/29/2006,0.87
1/30/2006,0.88
1/31/2006,0.92
2/1/2006,0.88
2/2/2006,0.95
2/3/2006,0.87
2/4/2006,0.893
2/5/2006,0.903
2/6/2006,0.923
2/7/2006,0.905
2/8/2006,0.896
2/9/2006,0.934
2/10/2006,0.894
2/11/2006,0.862
2/12/2006,0.835
2/13/2006,0.878
2/14/2006,0.842
2/15/2006,0.855
2/16/2006,0.867
2/17/2006,0.859
2/18/2006,0.902
2/19/2006,0.875
2/20/2006,0.881
2/21/2006,0.888
2/22/2006,0.845
2/23/2006,0.85
2/24/2006,0.877
2/25/2006,0.899
2/26/2006,0.89
2/27/2006,0.848
2/28/2006,0.883
3/1/2006,0.893
3/2/2006,0.911
3/3/2006,0.868
3/4/2006,0.868
3/5/2006,0.855
3/6/2006,0.911
3/7/2006,0.916
3/8/2006,0.882
3/9/2006,0.889
3/10/2006,0.882
3/11/2006,0.892
3/12/2006,0.899
3/13/2006,0.909
3/14/2006,0.922
3/15/2006,0.884
3/16/2006,0.876
3/17/2006,0.878
3/18/2006,0.903
3/19/2006,0.893
3/20/2006,0.865
3/21/2006,0.856
3/22/2006,0.877
3/23/2006,0.855
3/24/2006,0.9
3/25/2006,0.901
3/26/2006,0.89
3/27/2006,0.886
3/28/2006,0.893
3/29/2006,0.85
3/30/2006,0.873
3/31/2006,0.897
4/1/2006,0.89
4/2/2006,0.881
4/3/2006,0.87
4/4/2006,0.88
4/5/2006,0.907
4/6/2006,0.872
4/7/2006,0.879
4/8/2006,0.794
4/9/2006,0.894
4/10/2006,0.86
4/11/2006,0.888
4/12/2006,0.88
4/13/2006,0.799
4/14/2006,0.816
4/15/2006,0.81
4/16/2006,0.82
4/17/2006,0.816
4/18/2006,0.815
4/19/2006,0.823
4/20/2006,0.844
4/21/2006,0.847
4/22/2006,0.862
4/23/2006,0.872
4/24/2006,0.837
4/25/2006,0.835
4/26/2006,0.801
4/27/2006,0.85
4/28/2006,0.885
4/29/2006,0.881
4/30/2006,0.86
5/1/2006,0.832
5/2/2006,0.87
5/3/2006,0.844
5/4/2006,0.853
5/5/2006,0.864
5/6/2006,0.838
5/7/2006,0.878
5/8/2006,0.891
5/9/2006,0.875
5/10/2006,0.831
5/11/2006,0.837
5/12/2006,0.862
5/13/2006,0.845
5/14/2006,0.838
5/15/2006,0.917
5/16/2006,0.875
5/17/2006,0.905
5/18/2006,0.879
5/19/2006,0.859
5/20/2006,0.85
5/21/2006,0.851
5/22/2006,0.898
5/23/2006,0.854
5/24/2006,0.793
5/25/2006,0.685
5/26/2006,0.636
5/27/2006,0.68
5/28/2006,0.702
5/29/2006,0.765
5/30/2006,0.77
5/31/2006,0.786
6/1/2006,0.858
6/2/2006,0.857
6/3/2006,0.852
6/4/2006,0.872
6/5/2006,0.883
6/6/2006,0.856
6/7/2006,0.82
6/8/2006,0.786
6/9/2006,0.829
6/10/2006,0.84
6/11/2006,0.88
6/12/2006,0.89
6/13/2006,0.829
6/14/2006,0.847
6/15/2006,0.803
6/16/2006,0.92
6/17/2006,0.9
6/18/2006,0.907
6/19/2006,0.899
6/20/2006,0.907
6/21/2006,0.917
6/22/2006,0.925
6/23/2006,0.929
6/24/2006,0.889
6/25/2006,0.916
6/26/2006,0.886
6/27/2006,0.866
6/28/2006,0.885
6/29/2006,0.811
6/30/2006,0.873
7/1/2006,0.939
7/2/2006,0.961
7/3/2006,0.892
7/4/2006,0.912
7/5/2006,0.918
7/6/2006,0.877
7/7/2006,0.875
7/8/2006,0.902
7/9/2006,0.924
7/10/2006,0.917
7/11/2006,0.909
7/12/2006,0.843
7/13/2006,0.861
7/14/2006,0.802
7/15/2006,0.883
7/16/2006,0.868
7/17/2006,0.892
7/18/2006,0.918
7/19/2006,0.895
7/20/2006,0.916
7/21/2006,0.934
7/22/2006,0.795
7/23/2006,0.911
7/24/2006,0.914
7/25/2006,0.898
7/26/2006,0.898
7/27/2006,0.94
7/28/2006,0.843
7/29/2006,0.905
7/30/2006,0.849
7/31/2006,0.76
8/1/2006,0.665
8/2/2006,0.708
8/3/2006,0.735
8/4/2006,0.797
8/5/2006,0.816
8/6/2006,0.812
8/7/2006,0.874
8/8/2006,0.883
8/9/2006,0.749
8/10/2006,0.788
8/11/2006,0.89
8/12/2006,0.861
8/13/2006,0.809
8/14/2006,0.805
8/15/2006,0.91
8/16/2006,0.85
8/17/2006,0.888
8/18/2006,0.924
8/19/2006,0.693
8/20/2006,0.703
8/21/2006,0.903
8/22/2006,0.884
8/23/2006,0.82
8/24/2006,0.82
8/25/2006,0.818
8/26/2006,0.848
8/27/2006,0.917
8/28/2006,0.821
8/29/2006,0.84
8/30/2006,0.861
8/31/2006,0.883
9/1/2006,0.903
9/2/2006,0.817
9/3/2006,0.909
9/4/2006,0.917
9/5/2006,0.923
9/6/2006,0.815
9/7/2006,0.789
9/8/2006,0.813
9/9/2006,0.783
9/10/2006,0.805
9/11/2006,0.855
9/12/2006,0.78
9/13/2006,0.803
9/14/2006,0.859
9/15/2006,0.811
9/16/2006,0.848
9/17/2006,0.855
9/18/2006,0.858
9/19/2006,0.861
9/20/2006,0.787
9/21/2006,0.83
9/22/2006,0.875
9/23/2006,0.911
9/24/2006,0.88
9/25/2006,0.836
9/26/2006,0.853
9/27/2006,0.915
9/28/2006,0.818
9/29/2006,0.8
9/30/2006,0.833
10/1/2006,0.88
10/2/2006,0.858
10/3/2006,0.88
10/4/2006,0.83
10/5/2006,0.793
10/6/2006,0.842
10/7/2006,0.899
10/8/2006,0.874
10/9/2006,0.823
10/10/2006,0.733
10/11/2006,0.79
10/12/2006,0.812
10/13/2006,0.79
10/14/2006,0.818
10/15/2006,0.873
10/16/2006,0.817
10/17/2006,0.872
10/18/2006,0.76
10/19/2006,0.916
10/20/2006,0.858
10/21/2006,0.783
10/22/2006,0.804
10/23/2006,0.815
10/24/2006,0.908
10/25/2006,0.937
10/26/2006,0.89
10/27/2006,0.78
10/28/2006,0.758
10/29/2006,0.815
10/30/2006,0.768
10/31/2006,0.805
11/1/2006,0.855
11/2/2006,0.79
11/3/2006,0.787
11/4/2006,0.923
11/5/2006,0.942
11/6/2006,0.91
11/7/2006,0.84
11/8/2006,0.89
11/9/2006,0.92
11/10/2006,0.86
11/11/2006,0.85
11/12/2006,0.84
11/13/2006,0.77
11/14/2006,0.87
11/15/2006,0.98
11/16/2006,0.9
11/17/2006,0.93
11/18/2006,0.91
11/19/2006,0.79
11/20/2006,0.81
11/21/2006,0.91
11/22/2006,0.89
11/23/2006,0.846
11/24/2006,0.814
11/25/2006,0.874
11/26/2006,0.869
11/27/2006,0.841
11/28/2006,0.858
11/29/2006,0.883
11/30/2006,0.915
12/1/2006,0.845
12/2/2006,0.845
12/3/2006,0.808
12/4/2006,0.84
12/5/2006,0.864
12/6/2006,0.853
12/7/2006,0.86
12/8/2006,0.852
12/9/2006,0.861
12/10/2006,0.895
12/11/2006,0.88
12/12/2006,0.947
12/13/2006,0.92
12/14/2006,0.985
12/15/2006,0.908
12/16/2006,0.901
12/17/2006,0.915
12/18/2006,0.893
12/19/2006,0.867
12/20/2006,0.872
12/21/2006,0.8
12/22/2006,0.847
12/23/2006,0.853
12/24/2006,0.909
12/25/2006,0.865
12/26/2006,0.886
12/27/2006,0.878
12/28/2006,0.857
12/29/2006,0.843
12/30/2006,0.855
12/31/2006,0.858
1/1/2007,0.828
1/2/2007,0.885
1/3/2007,0.897
1/4/2007,0.879
1/5/2007,0.843
1/6/2007,0.845
1/7/2007,0.929
1/8/2007,0.778
1/9/2007,0.77
1/10/2007,0.825
1/11/2007,0.845
1/12/2007,0.874
1/13/2007,0.905
1/14/2007,0.91
1/15/2007,0.795
1/16/2007,0.798
1/17/2007,0.83
1/18/2007,0.824
1/19/2007,0.87
1/20/2007,0.89
1/21/2007,0.84
1/22/2007,0.95
1/23/2007,0.905
1/24/2007,0.824
1/25/2007,0.751
1/26/2007,0.757
1/27/2007,0.796
1/28/2007,0.9
1/29/2007,0.871
1/30/2007,0.924
1/31/2007,0.831
2/1/2007,0.858
2/2/2007,0.852
2/3/2007,0.88
2/4/2007,0.854
2/5/2007,0.868
2/6/2007,0.878
2/7/2007,0.872
2/8/2007,0.855
2/9/2007,0.849
2/10/2007,0.88
2/11/2007,0.89
2/12/2007,0.868
2/13/2007,0.893
2/14/2007,0.852
2/15/2007,0.87
2/16/2007,0.86
2/17/2007,0.842
2/18/2007,0.815
2/19/2007,0.856
2/20/2007,0.93
2/21/2007,0.852
2/22/2007,0.819
2/23/2007,0.856
2/24/2007,0.842
2/25/2007,0.862
2/26/2007,0.854
2/27/2007,0.851
2/28/2007,0.825
3/1/2007,0.868
3/2/2007,0.871
3/3/2007,0.898
3/4/2007,0.908
3/5/2007,0.9
3/6/2007,0.871
3/7/2007,0.9
3/8/2007,0.83
3/9/2007,0.849
3/10/2007,0.868
3/11/2007,0.866
3/12/2007,0.896
3/13/2007,0.86
3/14/2007,0.87
3/15/2007,0.84
3/16/2007,0.81
3/17/2007,0.89
3/18/2007,0.89
3/19/2007,0.87
3/20/2007,0.88
3/21/2007,0.84
3/22/2007,0.91
3/23/2007,0.86
3/24/2007,0.88
3/25/2007,0.89
3/26/2007,0.92
3/27/2007,0.87
3/28/2007,0.91
3/29/2007,0.93
3/30/2007,0.79
3/31/2007,0.88
4/1/2007,0.82
4/2/2007,0.92
4/3/2007,0.86
4/4/2007,0.76
4/5/2007,0.92
4/6/2007,0.89
4/7/2007,0.77
4/8/2007,0.78
4/9/2007,0.79
4/10/2007,0.88
4/11/2007,0.77
4/12/2007,0.86
4/13/2007,0.87
4/14/2007,0.85
4/15/2007,0.83
4/16/2007,0.84
4/17/2007,0.9
4/18/2007,0.9
4/19/2007,0.91
4/20/2007,0.9
4/21/2007,0.75
4/22/2007,0.85
4/23/2007,0.92
4/24/2007,0.74
4/25/2007,0.89
4/26/2007,0.78
4/27/2007,0.86
4/28/2007,0.82
4/29/2007,0.81
4/30/2007,0.79
5/1/2007,0.83
5/2/2007,0.75
5/3/2007,0.76
5/4/2007,0.84
5/5/2007,0.87
5/6/2007,0.73
5/7/2007,0.87
5/8/2007,0.84
5/9/2007,0.84
5/10/2007,0.88
5/11/2007,0.79
5/12/2007,0.9
5/13/2007,0.87
5/14/2007,0.82
5/15/2007,0.92
5/16/2007,0.88
5/17/2007,0.79
5/18/2007,0.92
5/19/2007,0.92
5/20/2007,0.91
5/21/2007,0.84
5/22/2007,0.92
5/23/2007,0.81
5/24/2007,0.77
5/25/2007,0.86
5/26/2007,0.89
5/27/2007,0.91
5/28/2007,0.84
5/29/2007,0.83
5/30/2007,0.83
5/31/2007,0.93
6/1/2007,0.79
6/2/2007,0.89
6/3/2007,0.79
6/4/2007,0.82
6/5/2007,0.85
6/6/2007,0.82
6/7/2007,0.79
6/8/2007,0.81
6/9/2007,0.78
6/10/2007,0.74
6/11/2007,0.765
6/12/2007,0.815
6/13/2007,0.786
6/14/2007,0.793
6/15/2007,0.748
6/16/2007,0.873
6/17/2007,0.825
6/18/2007,0.832
6/19/2007,0.836
6/20/2007,0.805
6/21/2007,0.792
6/22/2007,0.813
6/23/2007,0.799
6/24/2007,0.765
6/25/2007,0.78
6/26/2007,0.874
6/27/2007,0.842
6/28/2007,0.827
6/29/2007,0.676
6/30/2007,0.637
7/1/2007,0.68
7/2/2007,0.734
7/3/2007,0.767
7/4/2007,0.855
7/5/2007,0.862
7/6/2007,0.833
7/7/2007,0.838
7/8/2007,0.766
7/9/2007,0.737
7/10/2007,0.771
7/11/2007,0.885
7/12/2007,0.838
7/13/2007,0.849
7/14/2007,0.785
7/15/2007,0.83
7/16/2007,0.822
7/17/2007,0.846
7/18/2007,0.856
7/19/2007,0.805
7/20/2007,0.812
7/21/2007,0.759
7/22/2007,0.821
7/23/2007,0.818
7/24/2007,0.828
7/25/2007,0.816
7/26/2007,0.808
7/27/2007,0.902
7/28/2007,0.875
7/29/2007,0.853
7/30/2007,0.823
7/31/2007,0.807
8/1/2007,0.906
8/2/2007,0.845
8/3/2007,0.752
8/4/2007,0.763
8/5/2007,0.748
8/6/2007,0.763
8/7/2007,0.775
8/8/2007,0.793
8/9/2007,0.795
8/10/2007,0.813
8/11/2007,0.865
8/12/2007,0.808
8/13/2007,0.825
8/14/2007,0.846
8/15/2007,0.851
8/16/2007,0.849
8/17/2007,0.859
8/18/2007,0.8
8/19/2007,0.68
8/20/2007,0.67
8/21/2007,0.7
8/22/2007,0.71
8/23/2007,0.754
8/24/2007,0.908
8/25/2007,0.826
8/26/2007,0.824
8/27/2007,0.776
8/28/2007,0.776
8/29/2007,0.785
8/30/2007,0.769
8/31/2007,0.789
9/1/2007,0.788
9/2/2007,0.787
9/3/2007,0.851
9/4/2007,0.885
9/5/2007,0.91
9/6/2007,0.863
9/7/2007,0.85
9/8/2007,0.775
9/9/2007,0.798
9/10/2007,0.796
9/11/2007,0.8
9/12/2007,0.853
9/13/2007,0.827
9/14/2007,0.811
9/15/2007,0.798
9/16/2007,0.803
9/17/2007,0.833
9/18/2007,0.804
9/19/2007,0.817
9/20/2007,0.768
9/21/2007,0.763
9/22/2007,0.794
9/23/2007,0.82
9/24/2007,0.823
9/25/2007,0.878
9/26/2007,0.797
9/27/2007,0.802
9/28/2007,0.812
9/29/2007,0.82
9/30/2007,0.797
10/1/2007,0.842
10/2/2007,0.803
10/3/2007,0.855
10/4/2007,0.833
10/5/2007,0.863
10/6/2007,0.849
10/7/2007,0.876
10/8/2007,0.869
10/9/2007,0.809
10/10/2007,0.843
10/11/2007,0.874
10/12/2007,0.827
10/13/2007,0.802
10/14/2007,0.758
10/15/2007,0.802
10/16/2007,0.745
10/17/2007,0.72
10/18/2007,0.766
10/19/2007,0.765
10/20/2007,0.838
10/21/2007,0.898
10/22/2007,0.829
10/23/2007,0.821
10/24/2007,0.784
10/25/2007,0.763
10/26/2007,0.775
10/27/2007,0.779
10/28/2007,0.829
10/29/2007,0.842
10/30/2007,0.833
10/31/2007,0.817
11/1/2007,0.806
11/2/2007,0.846
11/3/2007,0.805
11/4/2007,0.799
11/5/2007,0.792
11/6/2007,0.828
11/7/2007,0.821
11/8/2007,0.835
11/9/2007,0.803
11/10/2007,0.778
11/11/2007,0.756
11/12/2007,0.763
11/13/2007,0.848
11/14/2007,0.858
11/15/2007,0.839
11/16/2007,0.793
11/17/2007,0.824
11/18/2007,0.732
11/19/2007,0.743
11/20/2007,0.788
11/21/2007,0.84
11/22/2007,0.884
11/23/2007,0.852
11/24/2007,0.85
11/25/2007,0.788
11/26/2007,0.76
11/27/2007,0.712
11/28/2007,0.86
11/29/2007,0.807
11/30/2007,0.795
12/1/2007,0.687
12/2/2007,0.809
12/3/2007,0.773
12/4/2007,0.75
12/5/2007,0.83
12/6/2007,0.862
12/7/2007,0.851
12/8/2007,0.86
12/9/2007,0.858
12/10/2007,0.868
12/11/2007,0.85
12/12/2007,0.847
12/13/2007,0.852
12/14/2007,0.809
12/15/2007,0.865
12/16/2007,0.797
12/17/2007,0.755
12/18/2007,0.755
12/19/2007,0.813
12/20/2007,0.794
12/21/2007,0.765
12/22/2007,0.75
12/23/2007,0.724
12/24/2007,0.773
12/25/2007,0.822
12/26/2007,0.728
12/27/2007,0.76
12/28/2007,0.819
12/29/2007,0.862
12/30/2007,0.8
12/31/2007,0.744
1/1/2008,0.764
1/2/2008,0.767
1/3/2008,0.795
1/4/2008,0.802
1/5/2008,0.72
1/6/2008,0.757
1/7/2008,0.881
1/8/2008,0.802
1/9/2008,0.817
1/10/2008,0.74
1/11/2008,0.77
1/12/2008,0.783
1/13/2008,0.811
1/14/2008,0.72
1/15/2008,0.84
1/16/2008,0.801
1/17/2008,0.817
1/18/2008,0.844
1/19/2008,0.82
1/20/2008,0.843
1/21/2008,0.875
1/22/2008,0.827
1/23/2008,0.713
1/24/2008,0.768
1/25/2008,0.882
1/26/2008,0.769
1/27/2008,0.751
1/28/2008,0.75
1/29/2008,0.784
1/30/2008,0.777
1/31/2008,0.766
2/1/2008,0.753
2/2/2008,0.778
2/3/2008,0.758
2/4/2008,0.778
2/5/2008,0.799
2/6/2008,0.773
2/7/2008,0.757
2/8/2008,0.756
2/9/2008,0.751
2/10/2008,0.748
2/11/2008,0.784
2/12/2008,0.777
2/13/2008,0.825
2/14/2008,0.753
2/15/2008,0.694
2/16/2008,0.66
2/17/2008,0.653
2/18/2008,0.693
2/19/2008,0.721
2/20/2008,0.666
2/21/2008,0.672
2/22/2008,0.664
2/23/2008,0.678
2/24/2008,0.746
2/25/2008,0.741
2/26/2008,0.747
2/27/2008,0.761
2/28/2008,0.717
2/29/2008,0.723
3/1/2008,0.79
3/2/2008,0.733
3/3/2008,0.764
3/4/2008,0.815
3/5/2008,0.8
3/6/2008,0.78
3/7/2008,0.771
3/8/2008,0.793
3/9/2008,0.746
3/10/2008,0.745
3/11/2008,0.723
3/12/2008,0.686
3/13/2008,0.717
3/14/2008,0.697
3/15/2008,0.817
3/16/2008,0.833
3/17/2008,0.867
3/18/2008,0.804
3/19/2008,0.832
3/20/2008,0.794
3/21/2008,0.803
3/22/2008,0.851
3/23/2008,0.827
3/24/2008,0.842
3/25/2008,0.809
3/26/2008,0.785
3/27/2008,0.749
3/28/2008,0.774
3/29/2008,0.814
3/30/2008,0.84
3/31/2008,0.837
4/1/2008,0.854
4/2/2008,0.81
4/3/2008,0.777
4/4/2008,0.84
4/5/2008,0.822
4/6/2008,0.84
4/7/2008,0.785
4/8/2008,0.803
4/9/2008,0.791
4/10/2008,0.76
4/11/2008,0.727
4/12/2008,0.75
4/13/2008,0.82
4/14/2008,0.8
4/15/2008,0.798
4/16/2008,0.822
4/17/2008,0.899
4/18/2008,0.869
4/19/2008,0.753
4/20/2008,0.78
4/21/2008,0.841
4/22/2008,0.833
4/23/2008,0.821
4/24/2008,0.843
4/25/2008,0.782
4/26/2008,0.792
4/27/2008,0.863
4/28/2008,0.876
4/29/2008,0.811
4/30/2008,0.742
5/1/2008,0.803
5/2/2008,0.794
5/3/2008,0.828
5/4/2008,0.812
5/5/2008,0.868
5/6/2008,0.89
5/7/2008,0.832
5/8/2008,0.84
5/9/2008,0.826
5/10/2008,0.818
5/11/2008,0.77
5/12/2008,0.836
5/13/2008,0.93
5/14/2008,0.863
5/15/2008,0.833
5/16/2008,0.805
5/17/2008,0.797
5/18/2008,0.881
5/19/2008,0.93
5/20/2008,0.893
5/21/2008,0.873
5/22/2008,0.849
5/23/2008,0.838
5/24/2008,0.831
5/25/2008,0.843
5/26/2008,0.935
5/27/2008,0.882
5/28/2008,0.842
5/29/2008,0.869
5/30/2008,0.94
5/31/2008,0.985
6/1/2008,0.854
6/2/2008,0.903
6/3/2008,0.851
6/4/2008,0.83
6/5/2008,0.801
6/6/2008,0.827
6/7/2008,0.828
6/8/2008,0.95
6/9/2008,0.9
6/10/2008,0.822
6/11/2008,0.824
6/12/2008,0.86
6/13/2008,0.91
6/14/2008,0.903
6/15/2008,0.95
6/16/2008,0.763
6/17/2008,0.92
6/18/2008,0.99
6/19/2008,0.98
6/20/2008,0.98
6/21/2008,0.93
6/22/2008,0.98
6/23/2008,0.89
6/24/2008,0.92
