Date,Temp_max,Temp_min
5/4/2005,30.2,26.8
5/5/2005,30.2,26.4
5/6/2005,29.6,25.6
5/7/2005,30.2,25.3
5/8/2005,29.6,26
5/9/2005,29.6,26
5/10/2005,30.8,24.9
5/11/2005,30.8,24.5
5/12/2005,29.6,24.9
5/13/2005,29.6,26
5/14/2005,29,26
5/15/2005,29,25.6
5/16/2005,29.6,25.6
5/17/2005,29.6,25.3
5/18/2005,29.6,24.9
5/19/2005,27.4,24.9
5/20/2005,29,26
5/21/2005,29,25.3
5/22/2005,29,24.9
5/23/2005,29.6,26
5/24/2005,28.5,23.8
5/25/2005,29.6,25.3
5/26/2005,29.6,25.3
5/27/2005,29,25.3
5/28/2005,29,26
5/29/2005,29,25.6
5/30/2005,27.9,24.9
5/31/2005,28.5,24.2
6/1/2005,27.4,24.5
6/2/2005,28.5,24.2
6/3/2005,27.9,24.2
6/4/2005,28.5,24.2
6/5/2005,28.5,23.8
6/6/2005,29,26
6/7/2005,29,25.6
6/8/2005,29,25.6
6/9/2005,29.6,25.3
6/10/2005,30.2,25.3
6/11/2005,29,25.3
6/12/2005,30.2,25.6
6/13/2005,29.6,25.3
6/14/2005,29,23.8
6/15/2005,27.4,24.9
6/16/2005,28.5,24.9
6/17/2005,28.5,25.3
6/18/2005,27.9,26
6/19/2005,29.6,25.3
6/20/2005,29.6,26
6/21/2005,29,26
6/22/2005,29.6,24.9
6/23/2005,28.5,24.9
6/24/2005,29,25.3
6/25/2005,29,25.6
6/26/2005,28.5,24.5
6/27/2005,26.2,24.2
6/28/2005,28.5,24.9
6/29/2005,27.4,24.9
6/30/2005,26.7,24.5
7/1/2005,25.6,24.2
7/2/2005,24.5,23.4
7/3/2005,25.1,23.8
7/4/2005,26.2,23.8
7/5/2005,27.4,24.2
7/6/2005,27.4,24.2
7/7/2005,29,24.5
7/8/2005,29,24.5
7/9/2005,27.4,23.8
7/10/2005,29,26
7/11/2005,29,26
7/12/2005,28.5,24.9
7/13/2005,29.6,24.5
7/14/2005,29.6,26.4
7/15/2005,29.6,26.4
7/16/2005,29.6,26
7/17/2005,29,26
7/18/2005,29.6,26
7/19/2005,29.6,26
7/20/2005,29,25.3
7/21/2005,28.5,25.3
7/22/2005,29.6,26
7/23/2005,29,24.5
7/24/2005,29.6,25.6
7/25/2005,30.2,23.8
7/26/2005,28.5,24.5
7/27/2005,27.9,24.5
7/28/2005,29.6,23.4
7/29/2005,28.5,23.8
7/30/2005,28.5,23.8
7/31/2005,29,24.2
8/1/2005,26.7,25.3
8/2/2005,27.9,24.2
8/3/2005,29.6,24.2
8/4/2005,25.1,24.2
8/5/2005,27.9,23.8
8/6/2005,29,24.9
8/7/2005,30.2,24.5
8/8/2005,29.6,25.6
8/9/2005,29.6,26
8/10/2005,28.5,25.3
8/11/2005,27.4,25.6
8/12/2005,27.9,25.3
8/13/2005,28.5,25.3
8/14/2005,29.6,25.6
8/15/2005,29,24.2
8/16/2005,29,25.3
8/17/2005,26.7,23.8
8/18/2005,29.6,23.8
8/19/2005,29.6,24.9
8/20/2005,30.2,23.8
8/21/2005,29.6,24.2
8/22/2005,27.4,24.5
8/23/2005,28.5,25.3
8/24/2005,29.6,26
8/25/2005,29.6,26.4
8/26/2005,29,25.6
8/27/2005,29.6,26.4
8/28/2005,30.2,24.9
8/29/2005,29,24.5
8/30/2005,28.5,25.6
8/31/2005,27.9,23.8
9/1/2005,29,24.2
9/2/2005,29.6,26.4
9/3/2005,30.8,25.3
9/4/2005,30.2,24.9
9/5/2005,29.6,25.3
9/6/2005,30.2,26
9/7/2005,29,25.6
9/8/2005,29.6,26
9/9/2005,29.6,26
9/10/2005,27.4,24.2
9/11/2005,31.4,25.6
9/12/2005,29.6,24.5
9/13/2005,30.2,26
9/14/2005,30.2,26
9/15/2005,30.2,25.3
9/16/2005,29.6,25.6
9/17/2005,29.6,26.4
9/18/2005,29.6,26
9/19/2005,29.6,25.3
9/20/2005,29.6,25.3
9/21/2005,30.2,25.3
9/22/2005,29.6,24.5
9/23/2005,29.6,25.3
9/24/2005,29,24.9
9/25/2005,27.9,26.4
9/26/2005,29.6,25.6
9/27/2005,29,24.9
9/28/2005,27.9,24.9
9/29/2005,26.7,24.5
9/30/2005,27.9,24.2
10/1/2005,27.9,25.3
10/2/2005,29.6,24.9
10/3/2005,29,24.5
10/4/2005,29,24.9
10/5/2005,29,25.3
10/6/2005,29.6,26
10/7/2005,30.2,26.4
10/8/2005,29.6,26.4
10/9/2005,29,26
10/10/2005,29.6,25.6
10/11/2005,30.2,25.3
10/12/2005,29.6,24.5
10/13/2005,30.2,24.5
10/14/2005,30.2,24.2
10/15/2005,29.6,24.5
10/16/2005,30.2,24.5
10/17/2005,30.2,25.3
10/18/2005,30.2,25.3
10/19/2005,30.2,26
10/20/2005,30.8,25.6
10/21/2005,30.8,25.6
10/22/2005,30.8,24.9
10/23/2005,30.8,26.8
10/24/2005,30.8,26
10/25/2005,31.4,25.3
10/26/2005,30.8,24.2
10/27/2005,30.8,24.9
10/28/2005,31.4,26.8
10/29/2005,31.4,25.6
10/30/2005,31.4,25.3
10/31/2005,31.9,24.9
11/1/2005,30.8,25.6
11/2/2005,31.4,26.4
11/3/2005,30.2,25.6
11/4/2005,30.2,25.6
11/5/2005,30.8,26.4
11/6/2005,29.6,25.3
11/7/2005,30.8,25.3
11/8/2005,30.2,24.5
11/9/2005,28.5,25.3
11/10/2005,30.8,25.3
11/11/2005,30.8,25.3
11/12/2005,30.8,26
11/13/2005,30.2,25.6
11/14/2005,31.4,25.3
11/15/2005,30.8,25.3
11/16/2005,31.4,25.6
11/17/2005,30.8,25.3
11/18/2005,30.2,25.3
11/19/2005,31.4,26
11/20/2005,31.4,25.3
11/21/2005,30.8,25.6
11/22/2005,31.4,27.1
11/23/2005,31.4,26
11/24/2005,31.4,25.6
11/25/2005,32.5,25.3
11/26/2005,32.5,26.8
11/27/2005,30.8,26
11/28/2005,30.8,26
11/29/2005,27.9,25.3
11/30/2005,31.4,26
12/1/2005,30.2,25.6
12/2/2005,29.6,25.3
12/3/2005,29.6,25.6
12/4/2005,30.8,25.6
12/5/2005,31.4,26
12/6/2005,30.8,27.1
12/7/2005,28.5,24.5
12/8/2005,27.9,24.9
12/9/2005,30.2,25.3
12/10/2005,30.2,25.3
12/11/2005,30.2,25.6
12/12/2005,30.8,25.3
12/13/2005,30.2,26.4
12/14/2005,30.2,25.3
12/15/2005,29.6,25.6
12/16/2005,29.6,25.6
12/17/2005,28.5,24.5
12/18/2005,30.8,24.9
12/19/2005,30.8,25.6
12/20/2005,30.8,26
12/21/2005,30.8,24.9
12/22/2005,31.9,25.6
12/23/2005,30.8,25.3
12/24/2005,30.8,24.9
12/25/2005,30.2,24.5
12/26/2005,28.5,24.5
12/27/2005,30.8,24.5
12/28/2005,29,24.2
12/29/2005,31.4,24.9
12/30/2005,31.9,24.9
12/31/2005,27.9,24.9
1/1/2006,31.4,25.6
1/2/2006,30.2,24.9
1/3/2006,30.8,25.3
1/4/2006,29,25.3
1/5/2006,30.8,24.5
1/6/2006,30.8,24.9
1/7/2006,30.8,24.5
1/8/2006,29,24.5
1/9/2006,28.5,23.8
1/10/2006,30.8,24.5
1/11/2006,30.8,25.3
1/12/2006,28.5,25.6
1/13/2006,29,24.2
1/14/2006,31.4,26.8
1/15/2006,30.8,26
1/16/2006,30.8,26
1/17/2006,30.8,25.6
1/18/2006,30.8,24.5
1/19/2006,29,24.5
1/20/2006,28.5,24.5
1/21/2006,30.8,26
1/22/2006,30.8,26
1/23/2006,31.4,25.3
1/24/2006,30.2,24.9
1/25/2006,30.8,24.9
1/26/2006,30.8,24.9
1/27/2006,30.8,24.9
1/28/2006,29.6,24.5
1/29/2006,27.4,24.5
1/30/2006,27.4,24.2
1/31/2006,28.5,24.9
2/1/2006,27.9,25.3
2/2/2006,27.9,25.6
2/3/2006,28.5,24.9
2/4/2006,27.9,25.3
2/5/2006,28.5,25.3
2/6/2006,27.9,24.9
2/7/2006,27.9,24.9
2/8/2006,27.4,25.3
2/9/2006,29,25.3
2/10/2006,29,25.3
2/11/2006,29,26.4
2/12/2006,31.4,26.4
2/13/2006,30.8,26.8
2/14/2006,31.4,26.8
2/15/2006,30.2,26
2/16/2006,30.8,25.3
2/17/2006,29.6,24.9
2/18/2006,29.6,24.5
2/19/2006,29.6,24.5
2/20/2006,30.8,24.9
2/21/2006,30.8,24.9
2/22/2006,27.9,24.5
2/23/2006,31.4,25.3
2/24/2006,30.8,25.3
2/25/2006,31.4,26.4
2/26/2006,30.8,25.3
2/27/2006,31.4,26.8
2/28/2006,31.4,26.8
3/1/2006,31.4,26.8
3/2/2006,31.4,25.6
3/3/2006,31.4,25.3
3/4/2006,31.4,25.3
3/5/2006,31.9,25.6
3/6/2006,31.4,25.6
3/7/2006,30.8,25.3
3/8/2006,30.8,25.3
3/9/2006,31.4,25.3
3/10/2006,30.8,24.9
3/11/2006,30.8,24.9
3/12/2006,31.4,25.3
3/13/2006,30.8,25.3
3/14/2006,29.6,24.5
3/15/2006,31.4,25.6
3/16/2006,31.4,24.5
3/17/2006,31.4,26
3/18/2006,30.8,25.3
3/19/2006,30.8,25.3
3/20/2006,30.8,26.4
3/21/2006,31.9,25.3
3/22/2006,31.4,24.9
3/23/2006,31.4,26.4
3/24/2006,31.4,26.8
3/25/2006,31.4,26.8
3/26/2006,31.4,25.3
3/27/2006,30.8,25.6
3/28/2006,31.4,25.3
3/29/2006,30.8,25.3
3/30/2006,31.4,26.8
3/31/2006,30.8,24.9
4/1/2006,31.9,26.4
4/2/2006,30.8,26
4/3/2006,31.4,26.8
4/4/2006,30.2,26
4/5/2006,30.8,26
4/6/2006,30.8,25.6
4/7/2006,30.8,25.6
4/8/2006,31.4,25.6
4/9/2006,31.4,26
4/10/2006,30.8,25.6
4/11/2006,28.5,25.3
4/12/2006,31.4,24.2
4/13/2006,30.8,24.2
4/14/2006,31.9,24.9
4/15/2006,31.4,24.5
4/16/2006,32.5,24.5
4/17/2006,31.4,24.9
4/18/2006,30.8,25.3
4/19/2006,31.4,25.3
4/20/2006,31.4,25.6
4/21/2006,31.4,25.3
4/22/2006,31.4,25.3
4/23/2006,30.8,25.3
4/24/2006,31.4,25.6
4/25/2006,32.5,27.1
4/26/2006,31.9,27.1
4/27/2006,31.4,26.4
4/28/2006,31.4,25.6
4/29/2006,30.8,24.9
4/30/2006,31.4,24.5
5/1/2006,33,25.3
5/2/2006,30.2,25.6
5/3/2006,31.4,25.3
5/4/2006,32.5,25.6
5/5/2006,30.8,25.3
5/6/2006,31.9,25.6
5/7/2006,31.4,26.4
5/8/2006,32.5,26
5/9/2006,31.4,25.6
5/10/2006,31.4,25.6
5/11/2006,32.5,26.4
5/12/2006,30.8,25.3
5/13/2006,32.5,26
5/14/2006,31.4,25.3
5/15/2006,29,26
5/16/2006,31.4,25.6
5/17/2006,31.9,24.9
5/18/2006,31.9,25.6
5/19/2006,31.4,25.3
5/20/2006,30.2,25.3
5/21/2006,30.8,25.6
5/22/2006,30.2,25.3
5/23/2006,31.4,26
5/24/2006,30.2,26
5/25/2006,29.6,26.4
5/26/2006,29.6,26.4
5/27/2006,30.8,26
5/28/2006,30.2,26.4
5/29/2006,30.2,26
5/30/2006,30.2,26.8
5/31/2006,31.4,25.6
6/1/2006,31.4,24.5
6/2/2006,30.8,24.2
6/3/2006,30.8,24.2
6/4/2006,30.8,24.9
6/5/2006,30.2,26.4
6/6/2006,28.5,25.3
6/7/2006,29.6,26
6/8/2006,30.8,26.8
6/9/2006,30.2,26
6/10/2006,29.6,25.3
6/11/2006,30.2,25.3
6/12/2006,29.6,26
6/13/2006,29,26
6/14/2006,29,25.6
6/15/2006,28.5,25.6
6/16/2006,29,24.9
6/17/2006,30.2,24.5
6/18/2006,31.4,24.2
6/19/2006,30.2,24.2
6/20/2006,27.4,24.9
6/21/2006,29,25.3
6/22/2006,30.2,24.5
6/23/2006,30.2,24.9
6/24/2006,29.6,24.5
6/25/2006,28.5,24.5
6/26/2006,29.6,25.3
6/27/2006,29,24.5
6/28/2006,27.9,24.9
6/29/2006,29.6,26.4
6/30/2006,30.2,24.9
7/1/2006,29,24.2
7/2/2006,29.6,24.9
7/3/2006,29,25.3
7/4/2006,29.6,25.6
7/5/2006,29.6,24.9
7/6/2006,29.6,24.2
7/7/2006,28.5,24.5
7/8/2006,27.4,24.9
7/9/2006,27.9,25.3
7/10/2006,27.4,24.9
7/11/2006,30.2,24.5
7/12/2006,26.7,24.5
7/13/2006,26.7,24.9
7/14/2006,29,24.9
7/15/2006,29,24.5
7/16/2006,30.2,26
7/17/2006,27.4,24.2
7/18/2006,26.7,24.2
7/19/2006,28.5,24.9
7/20/2006,28.5,25.3
7/21/2006,29.6,26
7/22/2006,29,24.5
7/23/2006,29,24.2
7/24/2006,29,26
7/25/2006,27.9,24.5
7/26/2006,27.9,24.2
7/27/2006,29,23.8
7/28/2006,27.9,23.8
7/29/2006,27.9,24.5
7/30/2006,27.9,24.2
7/31/2006,27.4,25.3
8/1/2006,27.4,24.9
8/2/2006,28.5,24.2
8/3/2006,28.5,25.6
8/4/2006,27.9,25.6
8/5/2006,27.4,24.9
8/6/2006,27.9,25.3
8/7/2006,27.9,24.9
8/8/2006,29,25.3
8/9/2006,29,25.6
8/10/2006,29.6,26
8/11/2006,27.9,24.9
8/12/2006,29,24.9
8/13/2006,29.6,26
8/14/2006,30.2,25.6
8/15/2006,30.2,24.9
8/16/2006,29.6,26
8/17/2006,29,24.9
8/18/2006,26.2,24.5
8/19/2006,27.9,24.5
8/20/2006,29,25.6
8/21/2006,30.2,25.3
8/22/2006,30.2,24.9
8/23/2006,30.2,24.5
8/24/2006,29.6,26
8/25/2006,30.2,26
8/26/2006,29.6,24.9
8/27/2006,28.5,24.2
8/28/2006,29.6,25.3
8/29/2006,28.5,24.5
8/30/2006,29,23.8
8/31/2006,29.6,24.2
9/1/2006,26.7,24.5
9/2/2006,29,24.9
9/3/2006,26.7,24.9
9/4/2006,27.9,24.5
9/5/2006,27.9,24.5
9/6/2006,29.6,25.3
9/7/2006,29.6,26
9/8/2006,29.6,24.2
9/9/2006,29.6,26
9/10/2006,29.6,25.3
9/11/2006,30.2,25.6
9/12/2006,30.2,25.6
9/13/2006,29,25.3
9/14/2006,30.2,25.6
9/15/2006,30.8,24.9
9/16/2006,30.8,24.5
9/17/2006,29.6,24.9
9/18/2006,26.7,24.2
9/19/2006,29,24.9
9/20/2006,29.6,25.3
9/21/2006,29,25.3
9/22/2006,27.9,25.3
9/23/2006,26.7,23.8
9/24/2006,26.7,24.5
9/25/2006,27.9,24.9
9/26/2006,27.9,24.2
9/27/2006,27.9,23.8
9/28/2006,28.5,25.3
9/29/2006,29,26
9/30/2006,29.6,26
10/1/2006,29.6,25.6
10/2/2006,29,24.2
10/3/2006,28.5,23.8
10/4/2006,30.2,23.8
10/5/2006,30.2,24.5
10/6/2006,30.2,24.5
10/7/2006,27.9,24.5
10/8/2006,29,25.6
10/9/2006,29,24.9
10/10/2006,29,25.6
10/11/2006,30.2,26
10/12/2006,29.6,26
10/13/2006,29.6,26
10/14/2006,29,25.3
10/15/2006,29.6,25.3
10/16/2006,30.8,25.3
10/17/2006,30.2,24.9
10/18/2006,29,24.2
10/19/2006,27.4,24.2
10/20/2006,28.5,24.2
10/21/2006,26.7,24.9
10/22/2006,27.4,24.9
10/23/2006,29,24.5
10/24/2006,29,24.5
10/25/2006,26.7,24.2
10/26/2006,29,25.3
10/27/2006,29,25.6
10/28/2006,29,25.3
10/29/2006,29,25.6
10/30/2006,28.5,25.6
10/31/2006,27.9,24.5
11/1/2006,29,24.5
11/2/2006,29,26
11/3/2006,28.5,24.2
11/4/2006,29.6,24.2
11/5/2006,26.2,24.2
11/6/2006,26.7,23.8
11/7/2006,29.6,25.3
11/8/2006,28.5,24.2
11/9/2006,30.8,23.8
11/10/2006,30.8,24.9
11/11/2006,30.2,26.4
11/12/2006,30.2,26.4
11/13/2006,29.6,26
11/14/2006,29.6,24.5
11/15/2006,29,24.9
11/16/2006,29,24.2
11/17/2006,29,23.4
11/18/2006,29,24.2
11/19/2006,29,24.5
11/20/2006,27.9,23.8
11/21/2006,29,23.8
11/22/2006,30.2,25.6
11/23/2006,29.6,26.4
11/24/2006,30.2,25.3
11/25/2006,30.2,25.3
11/26/2006,30.2,24.5
11/27/2006,30.2,25.3
11/28/2006,31.4,26.4
11/29/2006,28.5,24.9
11/30/2006,30.2,24.5
12/1/2006,30.8,25.6
12/2/2006,30.8,25.3
12/3/2006,31.4,24.5
12/4/2006,27.9,24.2
12/5/2006,29,24.5
12/6/2006,30.2,24.2
12/7/2006,31.4,24.5
12/8/2006,31.4,25.3
12/9/2006,31.9,24.2
12/10/2006,31.4,24.9
12/11/2006,29,24.9
12/12/2006,27.4,24.9
12/13/2006,29,24.9
12/14/2006,27.4,24.9
12/15/2006,29.6,25.3
12/16/2006,29.6,25.3
12/17/2006,30.2,24.5
12/18/2006,30.8,25.3
12/19/2006,30.8,25.6
12/20/2006,30.8,25.3
12/21/2006,30.8,26.4
12/22/2006,30.2,26.8
12/23/2006,30.8,24.9
12/24/2006,29.6,25.3
12/25/2006,29.6,24.9
12/26/2006,30.2,25.3
12/27/2006,30.2,24.9
12/28/2006,29,24.5
12/29/2006,30.8,25.6
12/30/2006,31.4,26.8
12/31/2006,31.4,25.6
1/1/2007,31.4,26
1/2/2007,31.4,25.3
1/3/2007,30.8,26
1/4/2007,31.4,26
1/5/2007,30.8,25.6
1/6/2007,29.6,24.5
1/7/2007,29.6,24.5
1/8/2007,30.2,26.4
1/9/2007,30.8,24.9
1/10/2007,30.8,25.3
1/11/2007,31.4,25.6
1/12/2007,31.4,26
1/13/2007,29,26
1/14/2007,30.2,24.5
1/15/2007,31.4,27.1
1/16/2007,31.4,26
1/17/2007,31.4,25.6
1/18/2007,30.2,25.3
1/19/2007,29,25.3
1/20/2007,30.8,26
1/21/2007,30.2,24.9
1/22/2007,27.9,24.9
1/23/2007,29,25.3
1/24/2007,30.2,26.8
1/25/2007,30.2,26.8
1/26/2007,30.2,25.3
1/27/2007,30.8,25.6
1/28/2007,29,25.3
1/29/2007,30.8,25.3
1/30/2007,31.4,26
1/31/2007,30.2,26.8
2/1/2007,30.2,24.9
2/2/2007,30.8,24.9
2/3/2007,29.6,24.9
2/4/2007,30.8,24.5
2/5/2007,31.4,26.8
2/6/2007,32.5,27.1
2/7/2007,32.5,26
2/8/2007,31.4,26
2/9/2007,31.4,25.6
2/10/2007,31.4,26
2/11/2007,31.4,25.6
2/12/2007,30.2,26
2/13/2007,31.4,25.6
2/14/2007,31.4,26
2/15/2007,30.2,25.3
2/16/2007,30.8,24.9
2/17/2007,30.8,24.9
2/18/2007,31.9,26
2/19/2007,30.8,25.6
2/20/2007,29.6,24.9
2/21/2007,30.2,25.6
2/22/2007,30.8,24.9
2/23/2007,30.2,24.9
2/24/2007,31.4,26.8
2/25/2007,31.4,25.6
2/26/2007,30.2,25.3
2/27/2007,31.9,24.9
2/28/2007,31.4,24.9
3/1/2007,31.4,26
3/2/2007,31.4,26.8
3/3/2007,30.2,25.6
3/4/2007,29.6,25.3
3/5/2007,33,25.6
3/6/2007,31.9,26
3/7/2007,30.8,25.6
3/8/2007,30.2,25.6
3/9/2007,30.8,25.3
3/10/2007,33,26.4
3/11/2007,31.9,24.5
3/12/2007,29.6,24.9
3/13/2007,31.4,26.4
3/14/2007,31.4,26
3/15/2007,30.8,25.6
3/16/2007,29.6,24.5
3/17/2007,30.8,25.3
3/18/2007,31.4,25.3
3/19/2007,29,25.3
3/20/2007,31.4,26
3/21/2007,30.2,25.3
3/22/2007,31.4,26
3/23/2007,32.5,25.6
3/24/2007,31.4,26
3/25/2007,32.5,25.6
3/26/2007,30.8,25.6
3/27/2007,30.8,25.3
3/28/2007,29,25.3
3/29/2007,30.8,24.9
3/30/2007,31.4,25.3
3/31/2007,28.5,24.9
4/1/2007,31.9,25.6
4/2/2007,30.8,24.9
4/3/2007,30.2,25.3
4/4/2007,31.9,24.9
4/5/2007,31.4,24.5
4/6/2007,31.9,25.3
4/7/2007,31.9,26.4
4/8/2007,31.9,27.1
4/9/2007,31.4,26.8
4/10/2007,31.4,25.6
4/11/2007,31.9,24.5
4/12/2007,31.4,24.5
4/13/2007,31.9,25.3
4/14/2007,31.4,26
4/15/2007,31.9,26.4
4/16/2007,31.9,25.6
4/17/2007,30.8,26
4/18/2007,31.4,25.6
4/19/2007,30.8,25.3
4/20/2007,29.6,25.6
4/21/2007,31.4,25.6
4/22/2007,31.9,25.6
4/23/2007,31.4,25.6
4/24/2007,31.4,26
4/25/2007,30.8,25.3
4/26/2007,31.4,26.8
4/27/2007,30.2,25.6
4/28/2007,31.4,27.5
4/29/2007,31.4,26.4
4/30/2007,31.4,27.1
5/1/2007,30.8,25.3
5/2/2007,31.4,26.8
5/3/2007,31.4,27.1
5/4/2007,29.6,25.3
5/5/2007,30.8,26
5/6/2007,29,25.6
5/7/2007,29,25.6
5/8/2007,30.2,26
5/9/2007,30.2,25.6
5/10/2007,27.9,25.3
5/11/2007,31.4,25.3
5/12/2007,30.2,25.6
5/13/2007,30.2,26
5/14/2007,31.4,26.4
5/15/2007,30.8,25.6
5/16/2007,31.4,25.3
5/17/2007,30.2,25.6
5/18/2007,30.8,25.3
5/19/2007,27.4,24.5
5/20/2007,30.2,24.5
5/21/2007,30.2,24.2
5/22/2007,30.2,24.2
5/23/2007,30.2,24.9
5/24/2007,29.6,24.5
5/25/2007,30.2,26
5/26/2007,30.2,25.3
5/27/2007,29,24.9
5/28/2007,29,24.5
5/29/2007,29,25.3
5/30/2007,30.2,24.9
5/31/2007,28.5,25.3
6/1/2007,30.2,24.9
6/2/2007,30.8,25.6
6/3/2007,29.6,25.3
6/4/2007,30.2,26
6/5/2007,30.8,26.8
6/6/2007,30.8,26
6/7/2007,30.8,27.1
6/8/2007,30.2,27.1
6/9/2007,30.2,26.8
6/10/2007,30.2,26.4
6/11/2007,30.2,25.3
6/12/2007,30.8,26.8
6/13/2007,30.8,26.8
6/14/2007,30.2,25.6
6/15/2007,30.2,25.3
6/16/2007,30.8,24.9
6/17/2007,30.8,24.5
6/18/2007,30.8,24.9
6/19/2007,30.2,26.4
6/20/2007,30.8,27.1
6/21/2007,30.8,27.1
6/22/2007,30.2,26
6/23/2007,30.2,26.8
6/24/2007,30.2,26
6/25/2007,30.8,25.3
6/26/2007,30.2,25.3
6/27/2007,29,25.6
6/28/2007,28.5,25.3
6/29/2007,28.5,26
6/30/2007,29.6,26
7/1/2007,30.2,26.4
7/2/2007,30.2,26
7/3/2007,30.8,24.5
7/4/2007,31.9,25.3
7/5/2007,28.5,26
7/6/2007,29.6,26
7/7/2007,27.9,26
7/8/2007,29,25.6
7/9/2007,27.9,26
7/10/2007,29,26
7/11/2007,30.8,24.5
7/12/2007,30.8,25.6
7/13/2007,30.2,24.9
7/14/2007,30.2,26.8
7/15/2007,30.2,25.6
7/16/2007,29.6,26.4
7/17/2007,30.8,25.3
7/18/2007,29.6,24.9
7/19/2007,30.2,26.4
7/20/2007,30.2,26.4
7/21/2007,30.2,25.6
7/22/2007,30.8,25.3
7/23/2007,30.2,25.6
7/24/2007,30.8,25.6
7/25/2007,30.2,26.4
7/26/2007,28.5,24.9
7/27/2007,30.8,25.3
7/28/2007,30.8,24.9
7/29/2007,30.2,26.4
7/30/2007,30.2,26
7/31/2007,30.2,25.3
8/1/2007,29.6,24.5
8/2/2007,29.6,25.6
8/3/2007,29.6,26.4
8/4/2007,29.6,26.4
8/5/2007,30.2,26.4
8/6/2007,30.2,26.4
8/7/2007,30.8,24.2
8/8/2007,30.8,24.5
8/9/2007,30.2,26.4
8/10/2007,29.6,24.9
8/11/2007,30.2,25.6
8/12/2007,29.6,25.3
8/13/2007,29,24.9
8/14/2007,30.2,26.4
8/15/2007,30.2,26.4
8/16/2007,30.2,25.6
8/17/2007,30.2,26.4
8/18/2007,29.6,26.4
8/19/2007,30.2,26.4
8/20/2007,29,26
8/21/2007,28.5,26
8/22/2007,30.2,26
8/23/2007,29.6,24.9
8/24/2007,30.2,26
8/25/2007,30.2,26
