Date,SRD_wpm2
6/24/2008,11.122
6/25/2008,2.218
6/26/2008,14.263
6/27/2008,12.546
6/28/2008,4.275
6/29/2008,13.457
6/30/2008,18.268
7/1/2008,16.805
7/2/2008,9.302
7/3/2008,5.218
7/4/2008,10.782
7/5/2008,12.37
7/6/2008,3.085
7/7/2008,9.027
7/8/2008,13.235
7/9/2008,12.647
7/10/2008,6.109
7/11/2008,5.222
7/12/2008,7.076
7/13/2008,6.565
7/14/2008,7.625
7/15/2008,3.08
7/16/2008,3.793
7/17/2008,6.624
7/18/2008,8.982
7/19/2008,5.735
7/20/2008,5.868
7/21/2008,4.934
7/22/2008,8.554
7/23/2008,18.099
7/24/2008,19.483
7/25/2008,9.783
7/26/2008,15.169
7/27/2008,14.911
7/28/2008,15.39
7/29/2008,16.618
7/30/2008,14.897
7/31/2008,10.339
8/1/2008,14.225
8/2/2008,16.369
8/3/2008,7.335
8/4/2008,9.598
8/5/2008,11.81
8/6/2008,13.754
8/7/2008,15.206
8/8/2008,12.371
8/9/2008,8.032
8/10/2008,9.358
8/11/2008,19.609
8/12/2008,14.963
8/13/2008,13.572
8/14/2008,10.395
8/15/2008,8.777
8/16/2008,12.854
8/17/2008,17.739
8/18/2008,18.986
8/19/2008,7.931
8/20/2008,8.316
8/21/2008,17.424
8/22/2008,21.348
8/23/2008,9.671
8/24/2008,9.365
8/25/2008,12.996
8/26/2008,10.145
8/27/2008,13.907
8/28/2008,20.475
8/29/2008,17.978
8/30/2008,13.451
8/31/2008,13.703
9/1/2008,5.278
9/2/2008,11.084
9/3/2008,13.482
9/4/2008,4.945
9/5/2008,13.865
9/6/2008,18.902
9/7/2008,16
9/8/2008,11.176
9/9/2008,11.284
9/10/2008,14.445
9/11/2008,15.12
9/12/2008,13.156
9/13/2008,14.224
9/14/2008,12.712
9/15/2008,21.625
9/16/2008,5.123
9/17/2008,20.095
9/18/2008,19.874
9/19/2008,21.712
9/20/2008,21.913
9/21/2008,19.903
9/22/2008,14.085
9/23/2008,21.269
9/24/2008,15.539
9/25/2008,8.87
9/26/2008,15.194
9/27/2008,13.729
9/28/2008,22.082
9/29/2008,14.395
9/30/2008,15.08
10/1/2008,17.624
10/2/2008,14.434
10/3/2008,10.04
10/4/2008,18.128
10/5/2008,17.154
10/6/2008,10.627
10/7/2008,15.701
10/8/2008,21.289
10/9/2008,20.045
10/10/2008,18.362
10/11/2008,9.344
10/12/2008,15.786
10/13/2008,17.564
10/14/2008,24.125
10/15/2008,21.238
10/16/2008,18.904
10/17/2008,20.122
10/18/2008,20.399
10/19/2008,22.518
10/20/2008,16.639
10/21/2008,13.482
10/22/2008,17.311
10/23/2008,24.07
10/24/2008,22.77
10/25/2008,12.134
10/26/2008,21.281
10/27/2008,20.896
10/28/2008,18.554
10/29/2008,20.151
10/30/2008,15.59
10/31/2008,12.467
11/1/2008,26.375
11/2/2008,21.949
11/3/2008,22.898
11/4/2008,25.263
11/5/2008,26.228
11/6/2008,20.461
11/7/2008,17.363
11/8/2008,22.372
11/9/2008,7.679
11/10/2008,23.069
11/11/2008,20.592
11/12/2008,20.673
11/13/2008,12.789
11/14/2008,20.066
11/15/2008,26.325
11/16/2008,12.969
11/17/2008,13.811
11/18/2008,26.624
11/19/2008,16.643
11/20/2008,16.814
11/21/2008,13.115
11/22/2008,9.252
11/23/2008,16.126
11/24/2008,11.084
11/25/2008,4.99
11/26/2008,17.665
11/27/2008,20.898
11/28/2008,16.645
11/29/2008,13.381
11/30/2008,12.429
12/1/2008,19.472
12/2/2008,22.529
12/3/2008,23.571
12/4/2008,22.7
12/5/2008,15.068
12/6/2008,12.346
12/7/2008,3.742
12/8/2008,3.461
12/9/2008,9.077
12/10/2008,20.038
12/11/2008,27.212
12/12/2008,22.257
12/13/2008,14.836
12/14/2008,8.248
12/15/2008,26.208
12/16/2008,23.155
12/17/2008,18.329
12/18/2008,16.286
12/19/2008,26.519
12/20/2008,21.425
12/21/2008,27.331
12/22/2008,27.652
12/23/2008,17.755
12/24/2008,22.763
12/25/2008,13.693
12/26/2008,18.625
12/27/2008,22.914
12/28/2008,19.967
12/29/2008,17.089
12/30/2008,25.787
12/31/2008,22.295
1/1/2009,20.214
1/2/2009,19.082
1/3/2009,20.153
1/4/2009,23.726
1/5/2009,6.268
1/6/2009,8.086
1/7/2009,17.595
1/8/2009,23.11
1/9/2009,16.439
1/10/2009,20.709
1/11/2009,17.849
1/12/2009,12.848
1/13/2009,8.854
1/14/2009,17.712
1/15/2009,17.086
1/16/2009,26.593
1/17/2009,19.483
1/18/2009,22.511
1/19/2009,20.817
1/20/2009,22.145
1/21/2009,17.921
1/22/2009,16.934
1/23/2009,12.776
1/24/2009,14.729
1/25/2009,16.565
1/26/2009,21.569
1/27/2009,13.561
1/28/2009,14.089
1/29/2009,22.729
1/30/2009,15.39
1/31/2009,14.666
2/1/2009,18.461
2/2/2009,23.814
2/3/2009,20.248
2/4/2009,18.509
2/5/2009,25.258
2/6/2009,25.07
2/7/2009,23.449
2/8/2009,18.401
2/9/2009,7.322
2/10/2009,15.658
2/11/2009,20.405
2/12/2009,16.186
2/13/2009,13.081
2/14/2009,20.056
2/15/2009,17.545
2/16/2009,22.414
2/17/2009,20.002
2/18/2009,23.09
2/19/2009,24.768
2/20/2009,12.015
2/21/2009,23.706
2/22/2009,18.702
2/23/2009,22.345
2/24/2009,20.621
2/25/2009,23.321
2/26/2009,22.291
2/27/2009,13.324
2/28/2009,23.737
3/1/2009,20.938
3/2/2009,21.197
3/3/2009,22.14
3/4/2009,18.684
3/5/2009,19.528
3/6/2009,16.153
3/7/2009,16.043
3/8/2009,18.518
3/9/2009,13.446
3/10/2009,0.578
3/11/2009,16.495
3/12/2009,17.72
3/13/2009,20.988
3/14/2009,25.901
3/15/2009,24.48
3/16/2009,20.476
3/17/2009,8.467
3/18/2009,23.852
3/19/2009,20.587
3/20/2009,15.991
3/21/2009,13.387
3/22/2009,19.287
3/23/2009,16.646
3/24/2009,20.619
3/25/2009,20.414
3/26/2009,21.406
3/27/2009,19.24
3/28/2009,17.059
3/29/2009,18.275
3/30/2009,22.496
3/31/2009,9.531
4/1/2009,3.956
4/2/2009,4.043
4/3/2009,3.681
4/4/2009,3.449
4/5/2009,10.145
4/6/2009,13.304
4/7/2009,14.614
4/8/2009,13.5
4/9/2009,6.719
4/10/2009,17.951
4/11/2009,9.796
4/12/2009,16.956
4/13/2009,18.657
4/14/2009,16.222
4/15/2009,17.91
4/16/2009,15.748
4/17/2009,14.15
4/18/2009,16.902
4/19/2009,12.505
4/20/2009,16.22
4/21/2009,17.275
4/22/2009,15.253
4/23/2009,11.52
4/24/2009,15.001
4/25/2009,16.619
4/26/2009,14.171
4/27/2009,19.588
4/28/2009,15.687
4/29/2009,13.927
4/30/2009,14.333
5/1/2009,16.945
5/2/2009,12.87
5/3/2009,13.482
5/4/2009,18.272
5/5/2009,11.416
5/6/2009,12.159
5/7/2009,14.756
5/8/2009,13.946
5/9/2009,15.658
5/10/2009,8.971
5/11/2009,2.394
5/12/2009,6.817
5/13/2009,11.563
5/14/2009,14.861
5/15/2009,5.497
5/16/2009,7.447
5/17/2009,4.55
5/18/2009,1.823
5/19/2009,13.898
5/20/2009,11.381
5/21/2009,10.96
5/22/2009,5.418
5/23/2009,6.34
5/24/2009,7.652
5/25/2009,16.312
5/26/2009,10.537
5/27/2009,16.459
5/28/2009,11.075
5/29/2009,17.235
5/30/2009,8.303
5/31/2009,9.923
6/1/2009,15.584
6/2/2009,7.661
6/3/2009,6.327
6/4/2009,6.397
6/5/2009,1.948
6/6/2009,8.485
6/7/2009,7.429
6/8/2009,14.569
6/9/2009,16.792
6/10/2009,10.382
6/11/2009,11.741
6/12/2009,9.196
6/13/2009,12.316
6/14/2009,12.757
6/15/2009,16.97
6/16/2009,17.695
6/17/2009,18.212
6/18/2009,18.84
6/19/2009,13.152
6/20/2009,5.309
6/21/2009,13.709
6/22/2009,14.121
6/23/2009,13.813
6/24/2009,5.377
6/25/2009,3.521
6/26/2009,7.189
6/27/2009,4.997
6/28/2009,7.717
6/29/2009,11.057
6/30/2009,12.26
7/1/2009,14.332
7/2/2009,6.206
7/3/2009,11.943
7/4/2009,2.122
7/5/2009,10.285
7/6/2009,8.404
7/7/2009,11.822
7/8/2009,9.797
7/9/2009,6.277
7/10/2009,7.056
7/11/2009,5.701
7/12/2009,15.266
7/13/2009,13.324
7/14/2009,17.618
7/15/2009,10.89
7/16/2009,8.134
7/17/2009,4.127
7/18/2009,10.773
7/19/2009,16.801
7/20/2009,16.781
7/21/2009,17.683
7/22/2009,8.507
7/23/2009,6.682
7/24/2009,6.685
7/25/2009,7.403
7/26/2009,11.435
7/27/2009,8.804
7/28/2009,8.366
7/29/2009,4.532
7/30/2009,8.694
7/31/2009,8.289
8/1/2009,6.1
8/2/2009,11.893
8/3/2009,10.265
8/4/2009,15.629
8/5/2009,14.2
8/6/2009,13.223
8/7/2009,6.215
8/8/2009,13.691
8/9/2009,18.122
8/10/2009,6.71
8/11/2009,12.528
8/12/2009,6.167
8/13/2009,7.213
8/14/2009,9.88
8/15/2009,10.098
8/16/2009,8.082
8/17/2009,9.994
8/18/2009,6.903
8/19/2009,12.535
8/20/2009,10.777
8/21/2009,21.591
8/22/2009,21.303
8/23/2009,20.862
8/24/2009,13.766
8/25/2009,8.523
8/26/2009,7.268
8/27/2009,18.353
8/28/2009,20.194
8/29/2009,18.209
8/30/2009,7.34
8/31/2009,8.807
9/1/2009,11.986
9/2/2009,8.388
9/3/2009,10.757
9/4/2009,8.701
9/5/2009,14.575
9/6/2009,6.136
9/7/2009,0.927
9/8/2009,6.863
9/9/2009,8.095
9/10/2009,15.583
9/11/2009,9.322
9/12/2009,14.4
9/13/2009,11.437
9/14/2009,8.451
9/15/2009,9.382
9/16/2009,9.481
9/17/2009,14.474
9/18/2009,8.626
9/19/2009,16.528
9/20/2009,17.528
9/21/2009,15.341
9/22/2009,10.537
9/23/2009,17.267
9/24/2009,19.564
9/25/2009,23.344
9/26/2009,24.226
9/27/2009,20.815
9/28/2009,23.909
9/29/2009,18.443
9/30/2009,25.625
10/1/2009,17.991
10/2/2009,16.794
10/3/2009,18.187
10/4/2009,15.302
10/5/2009,20.525
10/6/2009,17.622
10/7/2009,14.751
10/8/2009,12.017
10/9/2009,10.87
10/10/2009,14.45
10/11/2009,10.769
10/12/2009,16.119
10/13/2009,21.877
10/14/2009,12.89
10/15/2009,4.041
10/16/2009,12.348
10/17/2009,14.492
10/18/2009,11.966
10/19/2009,12.46
10/20/2009,11.259
10/21/2009,18.392
10/22/2009,10.055
10/23/2009,11.475
10/24/2009,17.701
10/25/2009,9.473
10/26/2009,11.227
10/27/2009,13.037
10/28/2009,12.944
10/29/2009,18.839
10/30/2009,17.323
10/31/2009,6.701
11/1/2009,11.25
11/2/2009,15.016
11/3/2009,15.379
11/4/2009,24.878
11/5/2009,15.608
11/6/2009,19.636
11/7/2009,11.966
11/8/2009,9.709
11/9/2009,8.798
11/10/2009,8.681
11/11/2009,4.664
11/12/2009,3.069
11/13/2009,23.562
11/14/2009,4.782
11/15/2009,22.536
11/16/2009,24.421
11/17/2009,27.25
11/18/2009,26.629
11/19/2009,21.159
11/20/2009,25.377
11/21/2009,23.173
11/22/2009,23.068
11/23/2009,25.862
11/24/2009,27.238
11/25/2009,20.056
11/26/2009,14.438
11/27/2009,21.028
11/28/2009,16.387
11/29/2009,12.55
11/30/2009,16.461
12/1/2009,16.666
12/2/2009,13.327
12/3/2009,16.267
12/4/2009,22.853
12/5/2009,21.35
12/6/2009,16.708
12/7/2009,15.714
12/8/2009,23.585
12/9/2009,12.051
12/10/2009,18.864
12/11/2009,6.95
12/12/2009,8.825
12/13/2009,20.385
12/14/2009,20.027
12/15/2009,20.061
12/16/2009,28.148
12/17/2009,27.194
12/18/2009,18.619
12/19/2009,13.091
12/20/2009,26.883
12/21/2009,25.313
12/22/2009,25.556
12/23/2009,26.516
12/24/2009,13.646
12/25/2009,17.584
12/26/2009,16.42
12/27/2009,2.965
12/28/2009,10.386
12/29/2009,2.479
12/30/2009,3.002
12/31/2009,6.982
1/1/2010,12.818
1/2/2010,10.152
1/3/2010,17.518
1/4/2010,4.151
1/5/2010,15.946
1/6/2010,20.767
1/7/2010,11.119
1/8/2010,13.365
1/9/2010,21.038
1/10/2010,23.945
1/11/2010,13.354
1/12/2010,16.164
1/13/2010,21.886
1/14/2010,22.462
1/15/2010,11.939
1/16/2010,12.258
1/17/2010,23.299
1/18/2010,17.642
1/19/2010,22.977
1/20/2010,24.205
1/21/2010,22.867
1/22/2010,22.882
1/23/2010,13.59
1/24/2010,13.741
1/25/2010,1.532
1/26/2010,4.982
1/27/2010,5.963
1/28/2010,4.388
1/29/2010,17.788
1/30/2010,21.627
1/31/2010,15.536
2/1/2010,6.894
2/2/2010,18.99
2/3/2010,6.44
2/4/2010,17.397
2/5/2010,24.043
2/6/2010,13.122
2/7/2010,13.817
2/8/2010,4.265
2/9/2010,22.573
2/10/2010,14.372
2/11/2010,15.714
2/12/2010,14.877
2/13/2010,3.118
2/14/2010,8.506
2/15/2010,19.265
2/16/2010,17.703
2/17/2010,20.406
2/18/2010,23.751
2/19/2010,27.527
2/20/2010,26.961
2/21/2010,26.287
2/22/2010,23.747
2/23/2010,22.191
2/24/2010,17.602
2/25/2010,18.594
2/26/2010,16.927
2/27/2010,17.545
2/28/2010,15.664
3/1/2010,17.87
3/2/2010,15.431
3/3/2010,12.573
3/4/2010,20.52
3/5/2010,18.29
3/6/2010,16.74
3/7/2010,10.084
3/8/2010,10.36
3/9/2010,20.5
3/10/2010,21.198
3/11/2010,17.485
3/12/2010,20.036
3/13/2010,19.165
3/14/2010,21.064
3/15/2010,18.405
3/16/2010,21.317
3/17/2010,23.53
3/18/2010,25.913
3/19/2010,18.981
3/20/2010,18.351
3/21/2010,17.483
3/22/2010,14.123
3/23/2010,16.326
3/24/2010,17.64
3/25/2010,17.879
3/26/2010,19.422
3/27/2010,19.24
3/28/2010,10.478
3/29/2010,16.915
3/30/2010,16.33
3/31/2010,10.508
4/1/2010,22.642
4/2/2010,15.219
4/3/2010,18.356
4/4/2010,13.594
4/5/2010,14.558
4/6/2010,15.431
4/7/2010,13.97
4/8/2010,16.589
4/9/2010,14.171
4/10/2010,15.073
4/11/2010,17.168
4/12/2010,20.506
4/13/2010,14.657
4/14/2010,2.635
4/15/2010,12.731
4/16/2010,11.488
4/17/2010,14.258
4/18/2010,8.987
4/19/2010,13.952
4/20/2010,17.818
4/21/2010,13.577
4/22/2010,13.307
4/23/2010,9.828
4/24/2010,4.864
4/25/2010,18.97
4/26/2010,16.843
4/27/2010,13.646
4/28/2010,19.237
4/29/2010,17.748
4/30/2010,10.841
5/1/2010,19.57
5/2/2010,20.113
5/3/2010,11.981
5/4/2010,8.17
5/5/2010,9.428
5/6/2010,11.336
5/7/2010,10.8
5/8/2010,11.182
5/9/2010,18.322
5/10/2010,13.289
5/11/2010,12.263
5/12/2010,6.709
5/13/2010,15.871
5/14/2010,14.017
5/15/2010,13.307
5/16/2010,14.353
5/17/2010,17.172
5/18/2010,9.34
5/19/2010,7.483
5/20/2010,14.882
5/21/2010,16.349
5/22/2010,7.211
5/23/2010,9.07
5/24/2010,8.554
5/25/2010,13.016
5/26/2010,14.65
5/27/2010,12.125
5/28/2010,8.593
5/29/2010,6.057
5/30/2010,7.447
5/31/2010,11.342
6/1/2010,6.919
6/2/2010,10.762
6/3/2010,8.701
6/4/2010,9.29
6/5/2010,9.805
6/6/2010,6.091
6/7/2010,7.232
6/8/2010,5.789
6/9/2010,11.149
6/10/2010,10.384
6/11/2010,5.625
6/12/2010,15.642
6/13/2010,6.275
6/14/2010,10.184
6/15/2010,5.71
6/16/2010,10.235
6/17/2010,5.803
6/18/2010,3.701
6/19/2010,10.582
6/20/2010,9.286
6/21/2010,7.886
6/22/2010,6.277
6/23/2010,7.826
6/24/2010,7.166
6/25/2010,11.142
6/26/2010,13.392
6/27/2010,15.574
6/28/2010,8.298
6/29/2010,8.053
6/30/2010,11.534
7/1/2010,11.284
7/2/2010,10.26
7/3/2010,4.306
7/4/2010,11.237
7/5/2010,7.711
7/6/2010,11.581
7/7/2010,11.664
7/8/2010,10.364
7/9/2010,8.449
7/10/2010,10.345
7/11/2010,8.215
7/12/2010,13.145
7/13/2010,14.794
7/14/2010,13.484
7/15/2010,5.927
7/16/2010,11.527
7/17/2010,9.837
7/18/2010,6.235
7/19/2010,9.76
7/20/2010,5.742
7/21/2010,12.695
7/22/2010,6.995
7/23/2010,10.795
7/24/2010,14.119
7/25/2010,9.495
7/26/2010,8.435
7/27/2010,12.01
7/28/2010,10.73
7/29/2010,9.794
7/30/2010,7.965
7/31/2010,7.333
8/1/2010,3.015
8/2/2010,8.122
8/3/2010,19.757
8/4/2010,14.341
8/5/2010,13.158
8/6/2010,19.289
8/7/2010,19.943
8/8/2010,18.527
8/9/2010,20.909
8/10/2010,19.28
8/11/2010,12.878
8/12/2010,11.81
8/13/2010,5.458
8/14/2010,9.567
8/15/2010,8.296
8/16/2010,6.212
8/17/2010,8.147
8/18/2010,13.486
8/19/2010,16.07
8/20/2010,15.248
8/21/2010,18.884
8/22/2010,12.643
8/23/2010,17.946
8/24/2010,10.631
8/25/2010,15.066
8/26/2010,16.164
8/27/2010,13.691
8/28/2010,8.386
8/29/2010,13.185
8/30/2010,11.587
8/31/2010,18.713
9/1/2010,22.545
9/2/2010,19.085
9/3/2010,17.491
9/4/2010,10.55
9/5/2010,14.616
9/6/2010,11.255
9/7/2010,14.152
9/8/2010,18.909
9/9/2010,8.006
9/10/2010,7.479
9/11/2010,2.66
9/12/2010,6.881
9/13/2010,7.231
9/14/2010,4.612
9/15/2010,6.284
9/16/2010,6.266
9/17/2010,13.723
9/18/2010,14.11
9/19/2010,17.64
9/20/2010,18.108
9/21/2010,13.774
9/22/2010,18.398
9/23/2010,18.738
9/24/2010,17.748
9/25/2010,14.677
9/26/2010,15.133
9/27/2010,18.446
9/28/2010,13.358
9/29/2010,15.822
9/30/2010,18.106
10/1/2010,19.127
10/2/2010,20.302
10/3/2010,19.325
10/4/2010,7.339
10/5/2010,19.413
10/6/2010,24.084
10/7/2010,26.417
10/8/2010,11.345
10/9/2010,15.655
10/10/2010,22.172
10/11/2010,15.122
10/12/2010,22.984
10/13/2010,24.561
10/14/2010,21.429
10/15/2010,10.595
10/16/2010,21.614
10/17/2010,18.34
10/18/2010,18.38
10/19/2010,17.312
10/20/2010,23.62
10/21/2010,12.519
10/22/2010,23.319
10/23/2010,21.24
10/24/2010,21.364
10/25/2010,21.145
10/26/2010,8.995
10/27/2010,24.962
10/28/2010,11.475
10/29/2010,11.104
10/30/2010,12.539
10/31/2010,12.994
11/1/2010,8.327
11/2/2010,25.918
11/3/2010,24.16
11/4/2010,25.108
11/5/2010,12.08
11/6/2010,24.289
11/7/2010,25.994
11/8/2010,23.373
11/9/2010,18.877
11/10/2010,12.998
11/11/2010,4.034
11/12/2010,18.763
11/13/2010,20.689
11/14/2010,11.243
11/15/2010,12.427
11/16/2010,21.567
11/17/2010,23.369
11/18/2010,5.251
11/19/2010,11.63
11/20/2010,3.748
11/21/2010,8.872
11/22/2010,6.626
11/23/2010,12.85
11/24/2010,22.523
11/25/2010,26.204
11/26/2010,18.851
11/27/2010,21.996
11/28/2010,15.642
11/29/2010,18.754
11/30/2010,14.571
12/1/2010,19.226
12/2/2010,11.795
12/3/2010,23.413
12/4/2010,9.423
12/5/2010,15.293
12/6/2010,23.701
12/7/2010,14.444
12/8/2010,16.969
12/9/2010,18.144
12/10/2010,16.218
12/11/2010,16.447
12/12/2010,15.601
12/13/2010,13.808
12/14/2010,23.092
12/15/2010,16.429
12/16/2010,20.905
12/17/2010,17.219
12/18/2010,18.358
12/19/2010,6.203
12/20/2010,3.771
12/21/2010,19.836
12/22/2010,16.204
12/23/2010,17.969
12/24/2010,12.411
12/25/2010,22.019
12/26/2010,18.527
12/27/2010,9.945
12/28/2010,22.099
12/29/2010,9.023
12/30/2010,17.402
12/31/2010,22.936
1/1/2011,24.275
1/2/2011,15.145
1/3/2011,14.321
1/4/2011,4.604
1/5/2011,9.985
1/6/2011,15.831
1/7/2011,5.287
1/8/2011,16.006
1/9/2011,16.513
1/10/2011,17.964
1/11/2011,15.901
1/12/2011,21.398
1/13/2011,23.935
1/14/2011,17.564
1/15/2011,18.063
1/16/2011,18.902
1/17/2011,17.818
1/18/2011,20.849
1/19/2011,13.541
1/20/2011,13.138
1/21/2011,9.497
1/22/2011,15.599
1/23/2011,7.06
1/24/2011,2.545
1/25/2011,2.052
1/26/2011,15.554
1/27/2011,19.942
1/28/2011,8.753
1/29/2011,6.527
1/30/2011,14.668
1/31/2011,18.632
2/1/2011,19.675
2/2/2011,7.618
2/3/2011,23.292
2/4/2011,15.336
2/5/2011,10.222
2/6/2011,17.654
2/7/2011,13.478
2/8/2011,11.42
2/9/2011,12.398
2/10/2011,7.952
2/11/2011,13.223
2/12/2011,13.149
2/13/2011,15.928
2/14/2011,6.327
2/15/2011,15.786
2/16/2011,12.604
2/17/2011,14.924
2/18/2011,11.198
2/19/2011,17.532
2/20/2011,17.638
2/21/2011,10.364
2/22/2011,17.914
2/23/2011,21.737
2/24/2011,24.581
2/25/2011,12.258
2/26/2011,14.103
2/27/2011,24.498
2/28/2011,26.163
3/1/2011,24.728
3/2/2011,19.093
3/3/2011,15.208
3/4/2011,10.181
3/5/2011,25.812
3/6/2011,26.651
3/7/2011,20.745
3/8/2011,15.714
3/9/2011,20.687
3/10/2011,20.011
3/11/2011,21.708
3/12/2011,20.435
3/13/2011,21.593
3/14/2011,14.191
3/15/2011,16.866
3/16/2011,21.618
3/17/2011,19.674
3/18/2011,20.527
3/19/2011,21.33
3/20/2011,19.858
3/21/2011,22.392
3/22/2011,4.032
3/23/2011,14.692
3/24/2011,18.653
3/25/2011,19.449
3/26/2011,12.866
3/27/2011,18.506
3/28/2011,15.354
3/29/2011,14.418
3/30/2011,19.757
3/31/2011,19.514
4/1/2011,13.73
4/2/2011,7.175
4/3/2011,19.649
4/4/2011,16.767
4/5/2011,17.032
4/6/2011,21.971
4/7/2011,14.087
4/8/2011,21.391
4/9/2011,14.809
4/10/2011,17.991
4/11/2011,20.655
4/12/2011,18.158
4/13/2011,12.213
4/14/2011,12.915
4/15/2011,18.855
4/16/2011,13.118
4/17/2011,20.547
4/18/2011,17.386
4/19/2011,13.061
4/20/2011,10.996
4/21/2011,19.595
4/22/2011,10.789
4/23/2011,15.84
4/24/2011,16.018
4/25/2011,15.44
4/26/2011,13.952
4/27/2011,13.684
4/28/2011,15.208
4/29/2011,15.242
4/30/2011,13.09
5/1/2011,17.01
5/2/2011,15.388
5/3/2011,13.138
5/4/2011,16.898
5/5/2011,20.084
5/6/2011,20.326
5/7/2011,15.115
5/8/2011,11.491
5/9/2011,9.788
5/10/2011,13.597
5/11/2011,13.124
5/12/2011,14.188
5/13/2011,18.77
5/14/2011,11.961
5/15/2011,14.711
5/16/2011,15.849
5/17/2011,11.871
5/18/2011,11.322
5/19/2011,12.172
5/20/2011,8.424
5/21/2011,16.492
5/22/2011,14.096
5/23/2011,13.997
5/24/2011,18.167
5/25/2011,12.155
5/26/2011,9.673
5/27/2011,9.198
5/28/2011,9.376
5/29/2011,9.495
5/30/2011,10.688
5/31/2011,10.276
6/1/2011,12.587
6/2/2011,11.376
6/3/2011,12.244
6/4/2011,6.034
6/5/2011,9.149
6/6/2011,14.456
6/7/2011,10.485
6/8/2011,13.025
6/9/2011,12.915
6/10/2011,7.38
6/11/2011,16.65
6/12/2011,13.509
6/13/2011,16.594
6/14/2011,11.144
6/15/2011,8.597
6/16/2011,10.145
6/17/2011,13.212
6/18/2011,8.644
6/19/2011,12.132
6/20/2011,11.515
6/21/2011,7.58
6/22/2011,9.32
6/23/2011,8.568
6/24/2011,16.177
6/25/2011,8.233
6/26/2011,10.683
6/27/2011,11.876
6/28/2011,15.007
6/29/2011,8.617
6/30/2011,11.108
7/1/2011,9.68
7/2/2011,15.014
7/3/2011,12.83
7/4/2011,17.078
7/5/2011,12.523
7/6/2011,8.566
7/7/2011,7.533
7/8/2011,9.891
7/9/2011,12.845
7/10/2011,7.538
7/11/2011,12.204
7/12/2011,13.151
7/13/2011,14.681
7/14/2011,11.192
7/15/2011,13.304
7/16/2011,13.878
7/17/2011,11.714
7/18/2011,11.329
7/19/2011,16.465
7/20/2011,20.88
7/21/2011,14.128
7/22/2011,17.113
7/23/2011,16.904
7/24/2011,18.509
7/25/2011,15.592
7/26/2011,13.68
7/27/2011,10.802
7/28/2011,9.52
7/29/2011,6.127
7/30/2011,10.85
7/31/2011,14.738
8/1/2011,14.832
8/2/2011,16.15
8/3/2011,10.904
8/4/2011,18.216
8/5/2011,18.751
8/6/2011,20.551
8/7/2011,6.973
8/8/2011,13.612
8/9/2011,17.068
8/10/2011,8.797
8/11/2011,15.5
8/12/2011,16.396
8/13/2011,19.111
8/14/2011,19.904
8/15/2011,12.411
8/16/2011,11.367
8/17/2011,18.673
8/18/2011,19.073
8/19/2011,21.452
8/20/2011,17.158
8/21/2011,19.123
8/22/2011,14.708
8/23/2011,6.64
8/24/2011,13.039
8/25/2011,15.957
8/26/2011,11.504
8/27/2011,12.476
8/28/2011,14.485
8/29/2011,12.445
8/30/2011,9.14
8/31/2011,10.1
9/1/2011,16.268
9/2/2011,19.395
9/3/2011,15.79
9/4/2011,17.014
9/5/2011,22.367
9/6/2011,22.036
9/7/2011,17.422
9/8/2011,14.47
9/9/2011,19.478
9/10/2011,17.208
9/11/2011,17.737
9/12/2011,15.435
9/13/2011,23.139
9/14/2011,17.221
9/15/2011,13.831
9/16/2011,15.201
9/17/2011,22.927
9/18/2011,20.963
9/19/2011,19.341
9/20/2011,17.246
9/21/2011,24.21
9/22/2011,16.477
9/23/2011,25.276
9/24/2011,23.661
9/25/2011,15.314
9/26/2011,24.973
9/27/2011,21.352
9/28/2011,17.797
9/29/2011,23.035
9/30/2011,20.515
10/1/2011,12.683
10/2/2011,22.36
10/3/2011,23.324
10/4/2011,24.689
10/5/2011,17.24
10/6/2011,14.098
10/7/2011,18.544
10/8/2011,15.665
10/9/2011,25.902
10/10/2011,21.296
10/11/2011,22.48
10/12/2011,14.94
10/13/2011,17.352
10/14/2011,13.295
10/15/2011,6.179
10/16/2011,17.422
10/17/2011,21.098
10/18/2011,13.5
10/19/2011,20.889
10/20/2011,18.554
10/21/2011,17.858
10/22/2011,17.818
10/23/2011,14.285
10/24/2011,11.543
10/25/2011,12.035
10/26/2011,11.423
10/27/2011,10.737
10/28/2011,14.899
10/29/2011,10.768
10/30/2011,8.579
10/31/2011,5.013
11/1/2011,15.235
11/2/2011,15.998
11/3/2011,20.74
11/4/2011,16.837
11/5/2011,22.1
11/6/2011,8.849
11/7/2011,22.124
11/8/2011,9.594
11/9/2011,13.777
11/10/2011,3.163
11/11/2011,15.017
11/12/2011,5.557
11/13/2011,11.257
11/14/2011,25.414
11/15/2011,26.239
11/16/2011,27
11/17/2011,19.526
11/18/2011,13.613
11/19/2011,20.704
11/20/2011,20.23
11/21/2011,14.891
11/22/2011,1.998
11/23/2011,11.191
11/24/2011,21.933
11/25/2011,23.004
11/26/2011,12.789
11/27/2011,10.494
11/28/2011,3.73
11/29/2011,18.95
11/30/2011,22.318
12/1/2011,15.599
12/2/2011,13.333
12/3/2011,17.379
12/4/2011,14.974
12/5/2011,14.085
12/6/2011,20.936
12/7/2011,16.358
12/8/2011,19.33
12/9/2011,24.79
12/10/2011,22.613
12/11/2011,16.938
12/12/2011,11.273
12/13/2011,13.43
12/14/2011,5.04
12/15/2011,24.417
12/16/2011,11.32
12/17/2011,22.817
